Address,Latitude,Longitude,Date,ETo (mm/day),qc,Sol Rad Avg (W/sq.m),qc
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/16/2012,2.66, ,180, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/17/2012,2.19, ,168, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/18/2012,1.85, ,187, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/19/2012,2.86, ,217, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/20/2012,4.97, ,301, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/21/2012,4.75, ,306, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/22/2012,5.26, ,293, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/23/2012,5.27, ,286, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/24/2012,4.63, ,301, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/25/2012,2.6, ,210, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/26/2012,2.82, ,260, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/27/2012,2.77, ,251, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/28/2012,3.77, ,299, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/29/2012,4.82, ,313, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/30/2012,3.88, ,259, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/1/2012,4.56, ,320, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/2/2012,3.17, ,183, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/3/2012,3.72, ,202, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/4/2012,3.4, ,190, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/5/2012,3.99, ,323, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/6/2012,4.88, ,321, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/7/2012,5.9, ,330, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/8/2012,5.35, ,327, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/9/2012,5.92, ,331, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/10/2012,6.33, ,334, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/11/2012,5.33, ,333, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/12/2012,6.1, ,332, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/13/2012,6.08, ,289, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/14/2012,5.73, ,302, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/15/2012,6.29, ,336, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/16/2012,6.23, ,337, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/17/2012,3.97, ,169, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/18/2012,5.3, ,340, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/19/2012,4.9, ,289, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/20/2012,5.69, ,312, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/21/2012,4.65, ,221, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/22/2012,4.53, ,300, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/23/2012,4.72, ,331, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/24/2012,3.43, ,296, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/25/2012,2.49, ,183, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/26/2012,3.49, ,274, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/27/2012,4.34, ,329, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/28/2012,4.17, ,283, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/29/2012,5.32, ,354, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/30/2012,6.16, ,355, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/31/2012,6.69, ,355, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/1/2012,6.72, ,353, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/2/2012,5.12, ,333, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/3/2012,4.19, ,183, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/4/2012,2.37, ,180, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/5/2012,3.29, ,280, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/6/2012,4.48, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/7/2012,3.61, ,260, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/8/2012,4.64, ,350, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/9/2012,4.35, ,360, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/10/2012,5.78, ,361, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/11/2012,5.9, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/12/2012,5.73, ,321, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/13/2012,6.92, ,362, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/14/2012,7.33, ,361, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/15/2012,7.58, ,356, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/16/2012,6.96, ,314, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/17/2012,7.44, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/18/2012,6.25, ,361, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/19/2012,6.54, ,360, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/20/2012,6.47, ,360, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/21/2012,6.95, ,339, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/22/2012,1.78, ,117, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/23/2012,4.05, ,261, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/24/2012,4.81, ,318, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/25/2012,3.55, ,192, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/26/2012,4.81, ,353, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/27/2012,5.53, ,356, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/28/2012,5.55, ,333, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/29/2012,4.5, ,231, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/30/2012,3.78, ,206, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/1/2012,5.83, ,341, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/2/2012,5.87, ,355, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/3/2012,6.58, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/4/2012,6.34, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/5/2012,6.01, ,350, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/6/2012,6.34, ,354, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/7/2012,6.29, ,352, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/8/2012,6.73, ,351, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/9/2012,6.02, ,345, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/10/2012,6.26, ,346, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/11/2012,6.63, ,346, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/12/2012,7.11, ,340, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/13/2012,6.31, ,345, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/14/2012,6.15, ,343, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/15/2012,6.57, ,344, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/16/2012,5.01, ,268, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/17/2012,3.23, ,203, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/18/2012,3.97, ,227, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/19/2012,4.66, ,340, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/20/2012,5.08, ,295, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/21/2012,5.91, ,330, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/22/2012,6.19, ,332, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/23/2012,7.13, ,338, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/24/2012,6.35, ,337, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/25/2012,5.74, ,337, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/26/2012,5.5, ,281, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/27/2012,6.02, ,331, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/28/2012,5.49, ,330, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/29/2012,5.87, ,329, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/30/2012,5.97, ,330, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/31/2012,6.01, ,329, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/1/2012,6.09, ,327, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/2/2012,6.06, ,326, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/3/2012,6.15, ,324, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/4/2012,5.99, ,300, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/5/2012,4.91, ,216, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/6/2012,5.63, ,320, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/7/2012,5.83, ,316, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/8/2012,6.01, ,317, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/9/2012,5.98, ,299, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/10/2012,6.22, ,313, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/11/2012,5.9, ,304, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/12/2012,6.31, ,309, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/13/2012,5.89, ,304, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/14/2012,5.92, ,294, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/15/2012,5.15, ,270, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/16/2012,5.65, ,286, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/17/2012,5.76, ,288, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/18/2012,6.7, ,300, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/19/2012,5.75, ,299, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/20/2012,5.59, ,298, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/21/2012,5.37, ,296, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/22/2012,5.45, ,292, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/23/2012,5.35, ,290, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/24/2012,5.38, ,281, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/25/2012,5.58, ,289, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/26/2012,5.14, ,286, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/27/2012,4.69, ,283, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/28/2012,4.76, ,284, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/29/2012,4.7, ,281, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/30/2012,5, ,252, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/31/2012,5.16, ,275, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/1/2012,4.5, ,270, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/2/2012,4.75, ,270, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/3/2012,4.79, ,268, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/4/2012,4.78, ,266, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/5/2012,4.84, ,268, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/6/2012,4.78, ,262, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/7/2012,4.9, ,261, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/8/2012,4.87, ,256, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/9/2012,4.22, ,261, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/10/2012,4.37, ,258, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/11/2012,4.65, ,256, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/12/2012,4.31, ,256, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/13/2012,4.38, ,247, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/14/2012,4.61, ,213, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/15/2012,4.12, ,246, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/16/2012,4.41, ,245, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/17/2012,4.6, ,242, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/18/2012,4.49, ,240, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/19/2012,4.54, ,238, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/20/2012,4.54, ,237, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/21/2012,4.07, ,231, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/22/2012,4.12, ,235, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/23/2012,4.27, ,233, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/24/2012,3.96, ,229, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/25/2012,4.36, ,227, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/26/2012,3.74, ,224, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/27/2012,3.79, ,222, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/28/2012,4.21, ,203, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/29/2012,4.14, ,214, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/30/2012,3.8, ,218, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/1/2012,3.89, ,215, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/2/2012,3.85, ,213, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/3/2012,3.68, ,211, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/4/2012,3.37, ,191, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/5/2012,2.64, ,202, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/6/2012,2.78, ,180, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/7/2012,3.04, ,201, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/8/2012,2.47, ,191, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/9/2012,2.53, ,197, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/10/2012,3.09, ,182, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/11/2012,3.41, ,193, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/12/2012,2.2, ,181, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/13/2012,2.04, ,159, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/14/2012,1.98, ,165, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/15/2012,2.27, ,152, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/16/2012,2.1, ,179, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/17/2012,3.17, ,181, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/18/2012,2.85, ,177, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/19/2012,2.53, ,158, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/20/2012,2.36, ,163, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/21/2012,1.83, ,172, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/22/2012,1.65, ,131, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/23/2012,1.22, ,134, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/24/2012,0.92, ,135, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/25/2012,1.41, ,150, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/26/2012,1.76, ,153, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/27/2012,1.85, ,137, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/28/2012,1.75, ,157, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/29/2012,1.54, ,156, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/30/2012,1.63, ,140, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/31/2012,0.37, ,66, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/1/2012,1.43, ,148, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/2/2012,1.08, ,101, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/3/2012,1.56, ,136, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/4/2012,1.89, ,140, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/5/2012,1.81, ,140, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/6/2012,1.92, ,136, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/7/2012,1.52, ,128, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/8/2012,0.74, ,86, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/9/2012,0.74, ,107, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/10/2012,1.05, ,106, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/11/2012,0.87, ,100, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/12/2012,1.45, ,99, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/13/2012,0.93, ,95, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/14/2012,1.21, ,126, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/15/2012,1.04, ,96, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/16/2012,0.6, ,100, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/17/2012,0.85, ,79, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/18/2012,1.28, ,86, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/19/2012,0.67, ,90, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/20/2012,-0.43, ,65, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/21/2012,0.72, ,106, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/22/2012,0.98, ,115, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/23/2012,0.83, ,107, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/24/2012,0.74, ,113, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/25/2012,0.83, ,116, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/26/2012,0.61, ,114, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/27/2012,0.65, ,92, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/28/2012,0.64, ,79, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/29/2012,0.71, ,61, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/30/2012,1.12, ,95, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/1/2012,0.69, ,71, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/2/2012,0.67, ,103, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/3/2012,0.65, ,94, 
