Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
225,Scott Valley,Northeast Plateau,3/25/2016,085,2.88, ,0.00, ,190, ,0.6, ,16.0, ,-0.1, ,7.7, ,100, ,29, ,61, ,0.8, ,1.7, ,145.4, ,9.3, 
225,Scott Valley,Northeast Plateau,3/26/2016,086,2.21, ,0.00, ,152, ,0.8, ,17.6, ,0.5, ,8.5, ,97, ,47, ,72, ,3.8, ,1.4, ,117.6, ,9.3, 
225,Scott Valley,Northeast Plateau,3/27/2016,087,3.31, ,0.00, ,204, ,0.7, ,14.8, ,-0.1, ,6.9, ,100, ,42, ,69, ,1.6, ,2.6, ,220.5, ,9.3, 
225,Scott Valley,Northeast Plateau,3/28/2016,088,3.05, ,0.00, ,205, ,0.5, ,10.9, ,-1.5, ,4.8, ,88, ,40, ,61, ,-2.1, ,2.8, ,243.8, ,8.9, 
225,Scott Valley,Northeast Plateau,3/29/2016,089,2.48, ,0.00, ,169, ,0.6, ,14.2, ,-3.7, ,5.5, ,96, ,44, ,68, ,-0.1, ,1.9, ,163.3, ,8.4, 
225,Scott Valley,Northeast Plateau,3/30/2016,090,3.80, ,0.00, ,266, ,0.7, ,19.9, ,-2.7, ,8.3, ,100, ,31, ,65, ,2.1, ,1.3, ,108.4, ,8.6, 
225,Scott Valley,Northeast Plateau,3/31/2016,091,4.06, ,0.00, ,267, ,0.8, ,23.1, ,0.1, ,10.8, ,100, ,30, ,65, ,4.5, ,1.3, ,109.8, ,9.1, 
225,Scott Valley,Northeast Plateau,4/1/2016,092,4.07, ,0.00, ,267, ,1.0,Y,25.6, ,1.5, ,12.5, ,100, ,33, ,67,Y,6.6,Y,1.1, ,93.7, ,9.7, 
225,Scott Valley,Northeast Plateau,4/2/2016,093,4.30, ,0.00, ,265, ,1.0,Y,24.7, ,2.7, ,13.9, ,100, ,34, ,64,Y,7.3,Y,1.4, ,124.1, ,10.2, 
225,Scott Valley,Northeast Plateau,4/3/2016,094,4.08, ,0.00, ,247, ,1.0,Y,22.2, ,3.4, ,13.5, ,100, ,38, ,65,Y,7.0,Y,1.7, ,150.6, ,10.6, 
225,Scott Valley,Northeast Plateau,4/4/2016,095,4.22, ,0.00, ,267, ,0.7, ,16.2, ,3.7, ,11.1, ,83, ,34, ,51, ,1.4, ,2.5, ,219.2, ,10.8, 
225,Scott Valley,Northeast Plateau,4/5/2016,096,4.25, ,0.00, ,271, ,0.8, ,22.4, ,-1.0, ,10.1, ,96, ,30, ,61, ,3.0, ,1.5, ,129.3, ,10.4, 
225,Scott Valley,Northeast Plateau,4/6/2016,097,4.36, ,0.00, ,281, ,1.0,Y,28.7,Y,0.8, ,13.5, ,99, ,32, ,66,Y,7.2,Y,1.0, ,87.3, ,10.6, 
225,Scott Valley,Northeast Plateau,4/7/2016,098,4.72, ,0.00, ,282, ,1.0,Y,29.0,Y,2.7, ,15.6,Y,100, ,24, ,57,Y,7.1,Y,1.1, ,97.3, ,11.0, 
225,Scott Valley,Northeast Plateau,4/8/2016,099,4.67, ,0.00, ,275, ,1.2,R,28.3,Y,5.5, ,17.2,Y,98, ,33, ,60,R,,I,1.2, ,106.1, ,11.5, 
225,Scott Valley,Northeast Plateau,4/9/2016,100,3.61, ,2.60, ,215, ,1.4,R,24.7, ,11.9,R,17.4,Y,100, ,42, ,,R,,I,1.8, ,153.8, ,12.4, 
225,Scott Valley,Northeast Plateau,4/10/2016,101,3.77, ,0.70, ,230, ,1.3,R,23.4, ,8.2,Y,15.3, ,100, ,44, ,,R,,I,1.4, ,122.3, ,12.7, 
225,Scott Valley,Northeast Plateau,4/11/2016,102,3.91, ,1.20, ,244, ,1.4,R,22.9, ,8.4,Y,14.8, ,100, ,51, ,,R,,I,1.4, ,122.4, ,13.0, 
225,Scott Valley,Northeast Plateau,4/12/2016,103,3.52, ,0.50, ,206, ,0.9, ,18.8, ,4.3, ,12.9, ,93, ,40, ,62, ,5.9, ,1.9, ,160.6, ,13.2, 
225,Scott Valley,Northeast Plateau,4/13/2016,104,4.18, ,5.90, ,237, ,0.7, ,17.1, ,0.1, ,8.1, ,100, ,28, ,62, ,1.3, ,2.9, ,249.8, ,12.2, 
225,Scott Valley,Northeast Plateau,4/14/2016,105,3.55, ,0.50, ,251, ,0.8, ,12.3, ,2.3, ,6.7, ,100, ,58, ,80, ,3.4, ,2.7, ,235.6, ,11.5, 
225,Scott Valley,Northeast Plateau,4/15/2016,106,4.26, ,0.00, ,307,R,0.7, ,18.6, ,0.5, ,8.7, ,100, ,37, ,66, ,2.8, ,1.5, ,129.0, ,11.5, 
225,Scott Valley,Northeast Plateau,4/16/2016,107,4.30, ,0.00, ,278, ,0.9, ,23.6, ,-0.1, ,10.9, ,100, ,37, ,69, ,5.5, ,1.0, ,90.5, ,11.3, 
225,Scott Valley,Northeast Plateau,4/17/2016,108,4.87, ,0.00, ,298, ,1.0, ,28.4,Y,1.9, ,14.4, ,100, ,29, ,64, ,7.6, ,1.0, ,86.7, ,11.6, 
225,Scott Valley,Northeast Plateau,4/18/2016,109,5.01, ,0.00, ,303, ,1.0, ,28.8,Y,1.7, ,15.0, ,99, ,24, ,59, ,7.2, ,1.0, ,87.4, ,11.9, 
225,Scott Valley,Northeast Plateau,4/19/2016,110,5.12, ,0.00, ,284, ,1.0, ,28.6,Y,3.2, ,15.8, ,99, ,28, ,58, ,7.5, ,1.4, ,117.4, ,12.1, 
225,Scott Valley,Northeast Plateau,4/20/2016,111,5.62, ,0.00, ,275, ,0.9, ,23.3, ,8.4,Y,15.6, ,96, ,22, ,51, ,5.6, ,2.7, ,232.2, ,12.5, 
225,Scott Valley,Northeast Plateau,4/21/2016,112,4.11, ,4.70, ,209, ,1.0, ,20.3, ,4.2, ,12.3, ,100, ,42, ,71, ,7.2, ,2.9, ,250.6, ,12.2, 
225,Scott Valley,Northeast Plateau,4/22/2016,113,2.35, ,12.30, ,174, ,1.0, ,14.6, ,4.9, ,9.5, ,100, ,61, ,85, ,7.0, ,1.8, ,151.9, ,11.9, 
225,Scott Valley,Northeast Plateau,4/23/2016,114,3.40, ,0.10, ,227, ,0.9, ,17.5, ,1.1, ,9.6, ,100, ,53, ,77, ,5.7, ,1.7, ,147.7, ,11.6, 
225,Scott Valley,Northeast Plateau,4/24/2016,115,3.12, ,0.00, ,208, ,0.8, ,14.4, ,1.8, ,7.7, ,100, ,46, ,73, ,3.2, ,2.5, ,218.9, ,11.5, 
225,Scott Valley,Northeast Plateau,4/25/2016,116,4.78, ,0.00, ,320, ,0.6, ,13.8, ,-0.8, ,6.9, ,90, ,42, ,59, ,-0.5, ,2.7, ,236.6, ,11.0, 
225,Scott Valley,Northeast Plateau,4/26/2016,117,3.08, ,0.00, ,208, ,0.6, ,16.3, ,-2.8, ,7.2, ,99, ,34, ,63, ,0.6, ,1.2, ,106.9, ,10.5, 
225,Scott Valley,Northeast Plateau,4/27/2016,118,3.63, ,0.00,R,282, ,0.9, ,15.6, ,2.6, ,10.5, ,97, ,52, ,67, ,4.7, ,3.0, ,256.4, ,11.2, 
225,Scott Valley,Northeast Plateau,4/28/2016,119,5.11, ,0.00, ,322, ,0.8, ,19.3, ,1.8, ,10.6, ,99, ,34, ,63, ,3.8, ,1.9, ,165.9, ,11.2, 
225,Scott Valley,Northeast Plateau,4/29/2016,120,5.23, ,0.00, ,308, ,0.8, ,17.9, ,1.8, ,10.0, ,99, ,39, ,63, ,3.4, ,2.6, ,223.3, ,11.3, 
225,Scott Valley,Northeast Plateau,4/30/2016,121,5.39, ,0.00, ,330, ,0.8, ,20.6, ,0.2, ,10.9, ,99, ,32, ,59, ,3.1, ,2.1, ,179.4, ,11.3, 
225,Scott Valley,Northeast Plateau,5/1/2016,122,5.08, ,0.00, ,317, ,0.9, ,24.5, ,-0.3, ,12.6, ,100, ,27, ,59, ,4.7, ,1.3, ,112.2, ,11.5, 
225,Scott Valley,Northeast Plateau,5/2/2016,123,5.92, ,0.00, ,319, ,0.9, ,24.8, ,1.5, ,13.6, ,99, ,27, ,57, ,5.2, ,2.0, ,176.2, ,11.7, 
225,Scott Valley,Northeast Plateau,5/3/2016,124,1.83, ,0.20, ,129, ,1.1, ,19.9, ,3.7, ,11.3, ,100, ,59, ,82, ,8.3, ,1.1, ,94.2, ,11.7, 
225,Scott Valley,Northeast Plateau,5/4/2016,125,2.00, ,3.30, ,136, ,1.3,Y,20.3, ,5.8, ,12.4, ,100, ,57, ,87,Y,10.3,Y,1.3, ,113.3, ,11.8, 
225,Scott Valley,Northeast Plateau,5/5/2016,126,1.86, ,0.50, ,134, ,1.3,Y,18.4, ,8.3, ,12.3, ,100, ,73, ,91,Y,10.9,Y,1.4, ,124.5, ,12.2, 
225,Scott Valley,Northeast Plateau,5/6/2016,127,2.18, ,0.40, ,154, ,1.3,Y,18.8, ,7.0, ,12.8, ,100, ,69, ,90,Y,11.2,Y,1.3, ,112.8, ,12.4, 
225,Scott Valley,Northeast Plateau,5/7/2016,128,4.03, ,0.00, ,235, ,1.4,Y,25.5, ,7.0, ,16.3, ,100, ,45, ,74,Y,11.6,Y,1.6, ,135.2, ,13.0, 
225,Scott Valley,Northeast Plateau,5/8/2016,129,5.78, ,0.00, ,337, ,1.2, ,26.6, ,5.1, ,16.3, ,100, ,29, ,63, ,9.2, ,1.5, ,132.3, ,15.3, 
225,Scott Valley,Northeast Plateau,5/9/2016,130,5.68, ,0.00, ,342, ,0.9, ,24.4, ,3.9, ,14.1, ,100, ,23, ,55, ,5.2, ,1.4, ,123.9, ,15.7, 
225,Scott Valley,Northeast Plateau,5/10/2016,131,5.73, ,0.00, ,348,R,0.7, ,24.3, ,0.6, ,12.5, ,97, ,18, ,51, ,2.7, ,1.5, ,125.8, ,14.6, 
225,Scott Valley,Northeast Plateau,5/11/2016,132,5.61, ,0.00, ,344, ,0.9, ,27.7, ,0.4, ,14.7, ,98, ,22, ,53, ,5.2, ,1.0, ,86.6, ,14.6, 
225,Scott Valley,Northeast Plateau,5/12/2016,133,5.70, ,0.00, ,328, ,1.1, ,29.0, ,3.9, ,16.7, ,100, ,26, ,57, ,8.1, ,1.1, ,93.7, ,15.7, 
225,Scott Valley,Northeast Plateau,5/13/2016,134,6.45, ,0.00, ,317, ,1.1, ,28.0, ,5.4, ,17.3, ,100, ,26, ,58, ,8.8, ,2.2, ,189.1, ,16.7, 
225,Scott Valley,Northeast Plateau,5/14/2016,135,3.92, ,0.00, ,231, ,1.1, ,19.2, ,5.6, ,13.0, ,97, ,52, ,71, ,7.9, ,2.0, ,174.5, ,16.6, 
225,Scott Valley,Northeast Plateau,5/15/2016,136,5.12, ,0.00, ,304, ,1.0, ,21.5, ,2.8, ,13.0, ,100, ,41, ,67, ,7.0, ,1.9, ,161.9, ,16.3, 
225,Scott Valley,Northeast Plateau,5/16/2016,137,5.47, ,0.00, ,327, ,1.0, ,22.7, ,5.5, ,14.1, ,98, ,38, ,64, ,7.5, ,1.6, ,136.9, ,16.8, 
225,Scott Valley,Northeast Plateau,5/17/2016,138,5.86, ,0.00, ,346, ,1.1, ,27.7, ,2.5, ,15.7, ,100, ,28, ,59, ,7.7, ,1.2, ,105.0, ,17.0, 
225,Scott Valley,Northeast Plateau,5/18/2016,139,6.10, ,0.00, ,333, ,1.1, ,30.2, ,5.3, ,17.6, ,100, ,30, ,55, ,8.5, ,1.6, ,137.7, ,17.5, 
225,Scott Valley,Northeast Plateau,5/19/2016,140,5.62, ,0.40, ,338, ,0.8, ,18.3, ,5.0, ,11.8, ,87, ,33, ,55, ,3.1, ,2.6, ,225.9, ,17.4, 
225,Scott Valley,Northeast Plateau,5/20/2016,141,3.86, ,0.50, ,246, ,0.8, ,16.4, ,4.1, ,8.7, ,96, ,41, ,68, ,3.2, ,2.3, ,197.4, ,16.8, 
225,Scott Valley,Northeast Plateau,5/21/2016,142,4.32, ,0.30, ,293, ,0.8, ,16.5, ,-1.4, ,8.6, ,100, ,51, ,75, ,4.4, ,1.7, ,143.9, ,16.1, 
225,Scott Valley,Northeast Plateau,5/22/2016,143,3.85, ,0.20, ,251, ,0.9, ,16.5, ,3.8, ,10.2, ,100, ,46, ,71, ,5.1, ,1.6, ,137.5, ,16.1, 
225,Scott Valley,Northeast Plateau,5/23/2016,144,4.05, ,0.00, ,261, ,1.0, ,18.3, ,5.9, ,11.8, ,100, ,46, ,70, ,6.6, ,1.4, ,124.6, ,16.2, 
225,Scott Valley,Northeast Plateau,5/24/2016,145,3.85, ,7.90, ,255, ,1.1, ,22.2, ,3.7, ,12.4, ,100, ,38, ,79, ,8.9, ,1.3, ,115.5, ,16.1, 
225,Scott Valley,Northeast Plateau,5/25/2016,146,6.04, ,0.10, ,350, ,1.1, ,22.8, ,6.4, ,14.9, ,100, ,35, ,65, ,8.2, ,2.0, ,172.4, ,16.7, 
225,Scott Valley,Northeast Plateau,5/26/2016,147,6.08, ,0.00, ,356, ,0.9, ,24.5, ,3.2, ,14.2, ,100, ,24, ,56, ,5.6, ,1.6, ,139.4, ,16.9, 
225,Scott Valley,Northeast Plateau,5/27/2016,148,6.12, ,0.00, ,352, ,0.8, ,22.3, ,2.7, ,13.6, ,100, ,30, ,51, ,3.8, ,1.8, ,156.8, ,16.8, 
225,Scott Valley,Northeast Plateau,5/28/2016,149,5.89, ,0.00, ,356, ,0.8, ,27.2, ,0.3, ,14.3, ,99, ,24, ,52, ,4.6, ,1.2, ,107.5, ,16.8, 
225,Scott Valley,Northeast Plateau,5/29/2016,150,6.28, ,0.00, ,343, ,1.0, ,27.1, ,4.0, ,16.4, ,99, ,28, ,52, ,6.4, ,1.5, ,125.3, ,17.1, 
225,Scott Valley,Northeast Plateau,5/30/2016,151,6.18, ,0.00, ,352, ,0.9, ,30.2, ,3.8, ,17.3, ,97, ,17, ,48, ,6.1, ,1.1, ,93.5, ,17.3, 
225,Scott Valley,Northeast Plateau,5/31/2016,152,6.60, ,0.00, ,354, ,1.1, ,32.6, ,4.4, ,19.7, ,98, ,22, ,50, ,9.0, ,1.2, ,100.8, ,17.7, 
225,Scott Valley,Northeast Plateau,6/1/2016,153,6.73, ,0.00, ,336, ,1.2, ,30.9, ,7.8, ,19.7, ,99, ,24, ,50, ,9.1, ,1.6, ,141.4, ,18.3, 
225,Scott Valley,Northeast Plateau,6/2/2016,154,6.36, ,0.00, ,343, ,1.0, ,30.7, ,3.9, ,18.5, ,87, ,22, ,47, ,7.1, ,1.3, ,114.5, ,18.2, 
225,Scott Valley,Northeast Plateau,6/3/2016,155,6.63, ,0.40, ,360, ,1.4, ,33.1, ,8.4, ,20.6, ,100, ,23, ,57, ,11.7, ,1.2, ,99.4, ,18.4, 
225,Scott Valley,Northeast Plateau,6/4/2016,156,5.42, ,0.00, ,277, ,1.5,Y,33.7, ,8.3, ,20.9, ,97, ,34, ,60,Y,12.8,Y,1.0, ,87.3, ,19.0, 
225,Scott Valley,Northeast Plateau,6/5/2016,157,5.87, ,6.70, ,291, ,1.7,Y,33.6, ,12.5, ,22.6, ,100, ,32, ,61,Y,14.7,Y,1.6, ,134.5, ,18.9, 
225,Scott Valley,Northeast Plateau,6/6/2016,158,6.81, ,0.00, ,352, ,1.8,R,35.1,Y,12.5, ,24.1,Y,100, ,27, ,,R,,I,1.2, ,106.5, ,20.1, 
225,Scott Valley,Northeast Plateau,6/7/2016,159,6.89, ,0.00, ,336, ,1.8,R,33.9, ,15.1,Y,24.6,Y,100, ,31, ,,R,,I,1.4, ,118.7, ,21.0, 
225,Scott Valley,Northeast Plateau,6/8/2016,160,6.58, ,0.00, ,330, ,1.1, ,27.0, ,8.9, ,19.6, ,98, ,26, ,50, ,8.8, ,1.9, ,168.3, ,20.7, 
225,Scott Valley,Northeast Plateau,6/9/2016,161,5.46, ,0.00, ,282, ,1.0, ,26.3, ,6.6, ,17.1, ,100, ,31, ,53, ,7.4, ,1.9, ,160.8, ,19.8, 
225,Scott Valley,Northeast Plateau,6/10/2016,162,6.50, ,0.00, ,355, ,0.9, ,20.9, ,5.8, ,15.3, ,69, ,37, ,50, ,4.9, ,2.6, ,224.9, ,19.5, 
225,Scott Valley,Northeast Plateau,6/11/2016,163,6.17, ,0.00, ,371, ,0.8, ,24.9, ,1.2, ,13.7, ,97, ,21, ,48, ,3.0, ,1.4, ,120.4, ,18.8, 
225,Scott Valley,Northeast Plateau,6/12/2016,164,6.39, ,0.00, ,372,R,0.9, ,29.3, ,3.1, ,16.6, ,95, ,15, ,46, ,4.9, ,1.1, ,95.6, ,18.6, 
225,Scott Valley,Northeast Plateau,6/13/2016,165,6.49, ,0.00, ,316, ,0.9, ,26.5, ,4.4, ,16.1, ,95, ,27, ,48, ,4.9, ,2.2, ,190.4, ,18.6, 
225,Scott Valley,Northeast Plateau,6/14/2016,166,5.25, ,0.00, ,315, ,0.7, ,17.9, ,4.5, ,12.4, ,77, ,38, ,51, ,2.5, ,2.4, ,203.6, ,18.2, 
225,Scott Valley,Northeast Plateau,6/15/2016,167,4.39, ,0.00, ,243, ,0.7, ,17.8, ,7.4, ,11.5, ,77, ,36, ,54, ,2.4, ,2.2, ,186.2, ,17.8, 
225,Scott Valley,Northeast Plateau,6/16/2016,168,4.36, ,0.40, ,270, ,0.8, ,18.9, ,4.6, ,11.7, ,90, ,35, ,59, ,4.1, ,1.7, ,147.1, ,17.4, 
225,Scott Valley,Northeast Plateau,6/17/2016,169,2.12, ,12.90, ,156, ,1.2, ,16.3,Y,8.1, ,11.7, ,98, ,69, ,87, ,9.5, ,1.3, ,112.8, ,17.5, 
225,Scott Valley,Northeast Plateau,6/18/2016,170,5.72, ,0.80, ,360, ,0.9, ,20.8, ,6.4, ,13.8, ,99, ,32, ,59, ,6.0, ,1.5, ,128.8, ,17.9, 
225,Scott Valley,Northeast Plateau,6/19/2016,171,6.24, ,0.00, ,364, ,1.1, ,28.2, ,3.5, ,16.1, ,100, ,28, ,58, ,7.7, ,1.4, ,118.6, ,18.5, 
225,Scott Valley,Northeast Plateau,6/20/2016,172,6.71, ,0.00, ,365, ,1.2, ,28.7, ,6.4, ,18.2, ,100, ,27, ,55, ,9.0, ,1.5, ,130.6, ,19.1, 
225,Scott Valley,Northeast Plateau,6/21/2016,173,6.58, ,0.00, ,362, ,1.3, ,31.8, ,6.6, ,19.4, ,100, ,26, ,56, ,10.5, ,1.3, ,109.9, ,19.5, 
225,Scott Valley,Northeast Plateau,6/22/2016,174,7.08, ,0.00, ,367, ,1.1, ,30.7, ,8.3, ,19.6, ,100, ,19, ,47, ,7.9, ,1.6, ,141.1, ,19.9, 
225,Scott Valley,Northeast Plateau,6/23/2016,175,6.58, ,0.80,H,363, ,1.0, ,26.7, ,5.8, ,16.6, ,94, ,27, ,55, ,7.4, ,2.1, ,178.9, ,20.0, 
225,Scott Valley,Northeast Plateau,6/24/2016,176,6.43, ,0.00, ,369, ,0.9, ,26.2, ,4.3, ,16.4, ,99, ,27, ,50, ,5.9, ,1.5, ,132.3, ,19.9, 
225,Scott Valley,Northeast Plateau,6/25/2016,177,6.50, ,0.00, ,368, ,1.0, ,31.7, ,4.5, ,18.2, ,99, ,21, ,50, ,7.7, ,1.1, ,95.7, ,19.9, 
225,Scott Valley,Northeast Plateau,6/26/2016,178,6.89, ,0.00, ,364, ,1.2, ,33.6, ,7.8, ,20.6, ,97, ,22, ,49, ,9.4, ,1.3, ,110.1, ,20.4, 
225,Scott Valley,Northeast Plateau,6/27/2016,179,7.06, ,0.30, ,364, ,1.2, ,32.5, ,7.3, ,20.2, ,100, ,23, ,49, ,9.2, ,1.5, ,129.3, ,20.3, 
225,Scott Valley,Northeast Plateau,6/28/2016,180,6.95, ,0.00, ,449,R,1.4, ,34.2, ,13.9, ,27.0,Y,98, ,23, ,39,Y,11.9,Y,1.8, ,156.1, ,20.7, 
225,Scott Valley,Northeast Plateau,6/29/2016,181,7.21, ,0.00, ,358, ,1.4, ,33.9, ,10.8, ,22.9, ,98, ,26, ,49, ,11.6, ,1.6, ,139.9, ,20.9, 
225,Scott Valley,Northeast Plateau,6/30/2016,182,6.89, ,0.00, ,362, ,1.2, ,32.7, ,8.7, ,21.5, ,87, ,26, ,47, ,9.6, ,1.4, ,121.3, ,21.3, 
225,Scott Valley,Northeast Plateau,7/1/2016,183,6.82, ,0.00, ,358, ,1.3, ,34.9, ,8.1, ,21.5, ,95, ,22, ,50, ,10.6, ,1.3, ,108.2, ,21.4, 
225,Scott Valley,Northeast Plateau,7/2/2016,184,6.37, ,0.00, ,322, ,1.4, ,34.4, ,9.9, ,22.1, ,93, ,27, ,51, ,11.6, ,1.3, ,115.5, ,21.4, 
225,Scott Valley,Northeast Plateau,7/3/2016,185,7.03, ,0.00, ,352, ,1.4, ,33.8, ,11.6, ,23.3, ,94, ,29, ,51, ,12.5, ,1.5, ,126.5, ,21.7, 
225,Scott Valley,Northeast Plateau,7/4/2016,186,6.87, ,0.00, ,353, ,1.2, ,31.8, ,9.7, ,21.4, ,93, ,19, ,47, ,9.5, ,1.5, ,130.3, ,21.7, 
225,Scott Valley,Northeast Plateau,7/5/2016,187,6.81, ,0.00, ,353, ,1.0, ,29.7, ,6.9, ,19.5, ,93, ,23, ,46, ,7.6, ,1.6, ,137.2, ,21.3, 
225,Scott Valley,Northeast Plateau,7/6/2016,188,6.59, ,0.00, ,353, ,1.1, ,29.4, ,6.5, ,19.2, ,93, ,27, ,49, ,8.3, ,1.4, ,123.5, ,21.0, 
225,Scott Valley,Northeast Plateau,7/7/2016,189,6.82, ,0.00, ,345, ,1.2, ,30.6, ,8.5, ,20.3, ,95, ,28, ,50, ,9.4, ,1.7, ,143.9, ,21.0, 
225,Scott Valley,Northeast Plateau,7/8/2016,190,2.68, ,0.80, ,156, ,1.4, ,22.9, ,12.6, ,16.8, ,87, ,63, ,74, ,12.2, ,2.0, ,169.9, ,20.5, 
225,Scott Valley,Northeast Plateau,7/9/2016,191,6.79, ,0.00, ,359, ,1.1, ,24.5, ,10.8, ,17.4, ,93, ,37, ,57, ,8.9, ,2.8, ,244.9, ,20.5, 
225,Scott Valley,Northeast Plateau,7/10/2016,192,6.03, ,0.00, ,345, ,0.9, ,20.9,Y,5.8, ,13.7,Y,90, ,39, ,59,Y,5.9,Y,2.2, ,187.9, ,20.0, 
225,Scott Valley,Northeast Plateau,7/11/2016,193,6.11,R,0.00, ,358, ,1.0, ,28.5, ,2.5,Y,16.3, ,100, ,20, ,53, ,6.6, ,1.5, ,129.7, ,19.6, 
225,Scott Valley,Northeast Plateau,7/12/2016,194,6.58, ,0.00, ,357, ,1.1, ,28.5, ,5.4, ,18.2, ,96, ,26, ,51, ,7.8, ,1.5, ,133.1, ,19.9, 
225,Scott Valley,Northeast Plateau,7/13/2016,195,6.72, ,0.00, ,357, ,1.2, ,32.6, ,6.8, ,20.0, ,99, ,20, ,49, ,9.1, ,1.4, ,117.7, ,20.1, 
225,Scott Valley,Northeast Plateau,7/14/2016,196,6.87, ,0.00, ,352, ,1.3, ,34.9, ,8.6, ,22.3, ,100, ,20, ,48, ,10.8, ,1.4, ,118.1, ,20.5, 
225,Scott Valley,Northeast Plateau,7/15/2016,197,7.27, ,0.00, ,354, ,1.1, ,32.8, ,9.4, ,22.0, ,91, ,18, ,41, ,8.2, ,1.8, ,159.7, ,20.8, 
225,Scott Valley,Northeast Plateau,7/16/2016,198,6.82, ,0.00, ,357, ,1.0, ,31.9, ,5.2, ,19.9, ,92, ,15, ,41, ,6.4, ,1.6, ,134.9, ,20.7, 
225,Scott Valley,Northeast Plateau,7/17/2016,199,6.67, ,0.00, ,343, ,1.1, ,30.0, ,7.9, ,20.2, ,92, ,25, ,48, ,8.7, ,1.6, ,142.0, ,20.7, 
225,Scott Valley,Northeast Plateau,7/18/2016,200,6.70, ,0.00, ,355, ,1.2, ,27.4, ,9.0, ,19.9, ,94, ,27, ,50, ,9.1, ,2.0, ,175.6, ,21.0, 
225,Scott Valley,Northeast Plateau,7/19/2016,201,6.70, ,0.00, ,346, ,1.1, ,29.3, ,8.7, ,19.5, ,97, ,26, ,49, ,8.6, ,1.8, ,155.9, ,21.0, 
225,Scott Valley,Northeast Plateau,7/20/2016,202,6.42, ,0.00, ,346, ,1.1, ,31.6, ,6.5, ,19.9, ,95, ,19, ,47, ,8.2, ,1.3, ,111.7, ,21.0, 
225,Scott Valley,Northeast Plateau,7/21/2016,203,6.96, ,0.00, ,345, ,1.0, ,31.7, ,7.9, ,20.3, ,93, ,20, ,42, ,7.0, ,1.8, ,154.9, ,21.1, 
225,Scott Valley,Northeast Plateau,7/22/2016,204,6.47, ,0.70, ,350, ,0.9, ,30.5, ,5.0, ,18.0, ,92, ,17, ,45, ,6.0, ,1.5, ,128.5, ,20.3, 
225,Scott Valley,Northeast Plateau,7/23/2016,205,6.54, ,0.10, ,350, ,1.0, ,33.9, ,6.0, ,20.2, ,98, ,15, ,43, ,7.1, ,1.3, ,108.1, ,20.0, 
225,Scott Valley,Northeast Plateau,7/24/2016,206,6.74, ,0.00, ,338, ,1.2, ,35.7, ,7.8, ,22.2, ,94, ,17, ,43, ,9.0, ,1.4, ,121.9, ,20.7, 
225,Scott Valley,Northeast Plateau,7/25/2016,207,7.00, ,0.00, ,336, ,1.4, ,36.1, ,11.1, ,24.2, ,93, ,20, ,47, ,12.1, ,1.5, ,133.1, ,21.4, 
225,Scott Valley,Northeast Plateau,7/26/2016,208,6.87, ,0.00, ,338, ,1.5, ,37.4, ,12.5, ,25.0, ,98, ,19, ,46, ,12.7, ,1.3, ,114.5, ,21.9, 
225,Scott Valley,Northeast Plateau,7/27/2016,209,7.14, ,0.00, ,334, ,1.5, ,38.1,Y,13.4, ,25.7,Y,93, ,17, ,45,Y,12.9,Y,1.6, ,139.4, ,22.2, 
225,Scott Valley,Northeast Plateau,7/28/2016,210,6.93, ,0.00, ,328, ,1.6, ,39.2,Y,13.2, ,26.2,Y,94, ,18, ,47,Y,13.9,Y,1.4, ,120.3, ,22.5, 
225,Scott Valley,Northeast Plateau,7/29/2016,211,6.99, ,0.00, ,320, ,1.6,Y,39.4,Y,14.8,Y,27.4,Y,88, ,19, ,44,Y,14.2,Y,1.4, ,123.6, ,22.8, 
225,Scott Valley,Northeast Plateau,7/30/2016,212,7.03, ,0.00, ,320, ,1.6,Y,38.0,Y,15.4,Y,27.0,Y,87, ,22, ,44,Y,13.6,Y,1.7, ,143.7, ,23.1, 
225,Scott Valley,Northeast Plateau,7/31/2016,213,6.88, ,0.00, ,331, ,1.3, ,36.3, ,13.0, ,25.0, ,85, ,19, ,40, ,10.5, ,1.6, ,140.6, ,23.0, 
225,Scott Valley,Northeast Plateau,8/1/2016,214,6.82, ,0.00, ,329, ,1.2, ,35.8, ,9.5, ,23.3, ,88, ,17, ,40, ,9.0, ,1.6, ,141.6, ,22.6, 
225,Scott Valley,Northeast Plateau,8/2/2016,215,6.86, ,0.40, ,335, ,1.0, ,33.6, ,7.6, ,21.2, ,91, ,15, ,41, ,7.3, ,2.0, ,170.7, ,21.9, 
225,Scott Valley,Northeast Plateau,8/3/2016,216,6.22, ,0.00, ,330, ,0.9, ,33.8, ,5.5, ,19.4, ,90, ,16, ,41, ,5.8, ,1.4, ,117.4, ,20.1, 
225,Scott Valley,Northeast Plateau,8/4/2016,217,6.24, ,0.00, ,326, ,1.0, ,34.4, ,6.1, ,21.2, ,84, ,13, ,39, ,6.5, ,1.3, ,112.4, ,20.8, 
