"","Date","mean_cfs","Qual_Flag","AF"
"4570",1954-04-05,1940,"A",3847.960512
"4571",1954-04-06,1710,"A",3391.759008
"4572",1954-04-07,1460,"A",2895.887808
"4573",1954-04-08,1320,"A",2618.199936
"4574",1954-04-09,1260,"A",2499.190848
"4575",1954-04-10,1170,"A",2320.677216
"4576",1954-04-11,1110,"A",2201.668128
"4577",1954-04-12,1110,"A",2201.668128
"4578",1954-04-13,1260,"A",2499.190848
"4579",1954-04-14,1590,"A",3153.740832
"4580",1954-04-15,1580,"A",3133.905984
"4581",1954-04-16,1670,"A",3312.419616
"4582",1954-04-17,2030,"A",4026.474144
"4583",1954-04-18,2360,"A",4681.024128
"4584",1954-04-19,2320,"A",4601.684736
"4585",1954-04-20,2080,"A",4125.648384
"4586",1954-04-21,1930,"A",3828.125664
"4587",1954-04-22,1950,"A",3867.79536
"4588",1954-04-23,2050,"A",4066.14384
"4589",1954-04-24,2050,"A",4066.14384
"4590",1954-04-25,2000,"A",3966.9696
"4591",1954-04-26,1830,"A",3629.777184
"4592",1954-04-27,1880,"A",3728.951424
"4593",1954-04-28,1890,"A",3748.786272
"4594",1954-04-29,1730,"A",3431.428704
"4595",1954-04-30,1530,"A",3034.731744
"4596",1954-05-01,1360,"A",2697.539328
"4597",1954-05-02,1250,"A",2479.356
"4598",1954-05-03,1240,"A",2459.521152
"4599",1954-05-04,1330,"A",2638.034784
"4600",1954-05-05,1450,"A",2876.05296
"4601",1954-05-06,1510,"A",2995.062048
"4602",1954-05-07,1670,"A",3312.419616
"4603",1954-05-08,1880,"A",3728.951424
"4604",1954-05-09,1880,"A",3728.951424
"4605",1954-05-10,1620,"A",3213.245376
"4606",1954-05-11,1580,"A",3133.905984
"4607",1954-05-12,1490,"A",2955.392352
"4608",1954-05-13,1390,"A",2757.043872
"4609",1954-05-14,1400,"A",2776.87872
"4610",1954-05-15,1550,"A",3074.40144
"4611",1954-05-16,1630,"A",3233.080224
"4612",1954-05-17,1710,"A",3391.759008
"4613",1954-05-18,1810,"A",3590.107488
"4614",1954-05-19,1820,"A",3609.942336
"4615",1954-05-20,1710,"A",3391.759008
"4616",1954-05-21,1400,"A",2776.87872
"4617",1954-05-22,1190,"A",2360.346912
"4618",1954-05-23,1060,"A",2102.493888
"4619",1954-05-24,1030,"A",2042.989344
"4620",1954-05-25,950,"A",1884.31056
"4621",1954-05-26,870,"A",1725.631776
"4622",1954-05-27,785,"A",1557.035568
"4623",1954-05-28,735,"A",1457.861328
"4624",1954-05-29,702,"A",1392.4063296
"4625",1954-05-30,666,"A",1321.0008768
"4626",1954-05-31,642,"A",1273.3972416
"4627",1954-06-01,614,"A",1217.8596672
"4628",1954-06-02,578,"A",1146.4542144
"4629",1954-06-03,578,"A",1146.4542144
"4630",1954-06-04,566,"A",1122.6523968
"4631",1954-06-05,554,"A",1098.8505792
"4632",1954-06-06,540,"A",1071.081792
"4633",1954-06-07,526,"A",1043.3130048
"4634",1954-06-08,543,"A",1077.0322464
"4635",1954-06-09,630,"A",1249.595424
"4636",1954-06-10,650,"A",1289.26512
"4637",1954-06-11,610,"A",1209.925728
"4638",1954-06-12,638,"A",1265.4633024
"4639",1954-06-13,694,"A",1376.5384512
"4640",1954-06-14,662,"A",1313.0669376
"4641",1954-06-15,775,"A",1537.20072
"4642",1954-06-16,975,"A",1933.89768
"4643",1954-06-17,775,"A",1537.20072
"4644",1954-06-18,674,"A",1336.8687552
"4645",1954-06-19,622,"A",1233.7275456
"4646",1954-06-20,598,"A",1186.1239104
"4647",1954-06-21,614,"A",1217.8596672
"4648",1954-06-22,586,"A",1162.3220928
"4649",1954-06-23,566,"A",1122.6523968
"4650",1954-06-24,532,"A",1055.2139136
"4651",1954-06-25,501,"A",993.7258848
"4652",1954-06-26,473,"A",938.1883104
"4653",1954-06-27,439,"A",870.7498272
"4654",1954-06-28,409,"A",811.2452832
"4655",1954-06-29,391,"A",775.5425568
"4656",1954-06-30,382,"A",757.6911936
"4657",1954-07-01,379,"A",751.7407392
"4658",1954-07-02,355,"A",704.137104
"4659",1954-07-03,327,"A",648.5995296
"4660",1954-07-04,297,"A",589.0949856
"4661",1954-07-05,282,"A",559.3427136
"4662",1954-07-06,261,"A",517.6895328
"4663",1954-07-07,246,"A",487.9372608
"4664",1954-07-08,236,"A",468.1024128
"4665",1954-07-09,220,"A",436.366656
"4666",1954-07-10,209,"A",414.5483232
"4667",1954-07-11,198,"A",392.7299904
"4668",1954-07-12,188,"A",372.8951424
"4669",1954-07-13,171,"A",339.1759008
"4670",1954-07-14,161,"A",319.3410528
"4671",1954-07-15,153,"A",303.4731744
"4672",1954-07-16,151,"A",299.5062048
"4673",1954-07-17,145,"A",287.605296
"4674",1954-07-18,144,"A",285.6218112
"4675",1954-07-19,144,"A",285.6218112
"4676",1954-07-20,119,"A",236.0346912
"4677",1954-07-21,71,"A",140.8274208
"4678",1954-07-22,116,"A",230.0842368
"4679",1954-07-23,133,"A",263.8034784
"4680",1954-07-24,128,"A",253.8860544
"4681",1954-07-25,126,"A",249.9190848
"4682",1954-07-26,146,"A",289.5887808
"4683",1954-07-27,134,"A",265.7869632
"4684",1954-07-28,125,"A",247.9356
"4685",1954-07-29,119,"A",236.0346912
"4686",1954-07-30,113,"A",224.1337824
"4687",1954-07-31,113,"A",224.1337824
"4688",1954-08-01,100,"A",198.34848
"4689",1954-08-02,92,"A",182.4806016
"4690",1954-08-03,110,"A",218.183328
"4691",1954-08-04,107,"A",212.2328736
"4692",1954-08-05,105,"A",208.265904
"4693",1954-08-06,105,"A",208.265904
"4694",1954-08-07,105,"A",208.265904
"4695",1954-08-08,107,"A",212.2328736
"4696",1954-08-09,105,"A",208.265904
"4697",1954-08-10,102,"A",202.3154496
"4698",1954-08-11,99,"A",196.3649952
"4699",1954-08-12,99,"A",196.3649952
"4700",1954-08-13,101,"A",200.3319648
"4701",1954-08-14,102,"A",202.3154496
"4702",1954-08-15,101,"A",200.3319648
"4703",1954-08-16,104,"A",206.2824192
"4704",1954-08-17,103,"A",204.2989344
"4705",1954-08-18,95,"A",188.431056
"4706",1954-08-19,93,"A",184.4640864
"4707",1954-08-20,90,"A",178.513632
"4708",1954-08-21,89,"A",176.5301472
"4709",1954-08-22,89,"A",176.5301472
"4710",1954-08-23,88,"A",174.5466624
"4711",1954-08-24,86,"A",170.5796928
"4712",1954-08-25,87,"A",172.5631776
"4713",1954-08-26,88,"A",174.5466624
"4714",1954-08-27,70,"A",138.843936
"4715",1954-08-28,44,"A",87.2733312
"4716",1954-08-29,102,"A",202.3154496
"4717",1954-08-30,124,"A",245.9521152
"4718",1954-08-31,130,"A",257.853024
"4719",1954-09-01,109,"A",216.1998432
"4720",1954-09-02,94,"A",186.4475712
"4721",1954-09-03,88,"A",174.5466624
"4722",1954-09-04,89,"A",176.5301472
"4723",1954-09-05,92,"A",182.4806016
"4724",1954-09-06,89,"A",176.5301472
"4725",1954-09-07,85,"A",168.596208
"4726",1954-09-08,97,"A",192.3980256
"4727",1954-09-09,88,"A",174.5466624
"4728",1954-09-10,81,"A",160.6622688
"4729",1954-09-11,84,"A",166.6127232
"4730",1954-09-12,81,"A",160.6622688
"4731",1954-09-13,84,"A",166.6127232
"4732",1954-09-14,81,"A",160.6622688
"4733",1954-09-15,87,"A",172.5631776
"4734",1954-09-16,84,"A",166.6127232
"4735",1954-09-17,85,"A",168.596208
"4736",1954-09-18,89,"A",176.5301472
"4737",1954-09-19,92,"A",182.4806016
"4738",1954-09-20,93,"A",184.4640864
"4739",1954-09-21,92,"A",182.4806016
"4740",1954-09-22,94,"A",186.4475712
"4741",1954-09-23,93,"A",184.4640864
"4742",1954-09-24,93,"A",184.4640864
"4743",1954-09-25,94,"A",186.4475712
"4744",1954-09-26,93,"A",184.4640864
"4745",1954-09-27,88,"A",174.5466624
"4746",1954-09-28,83,"A",164.6292384
"4747",1954-09-29,84,"A",166.6127232
"4748",1954-09-30,83,"A",164.6292384
"4749",1954-10-01,82,"A",162.6457536
"4750",1954-10-02,79,"A",156.6952992
"4751",1954-10-03,79,"A",156.6952992
"4752",1954-10-04,79,"A",156.6952992
"4753",1954-10-05,78,"A",154.7118144
"4754",1954-10-06,81,"A",160.6622688
"4755",1954-10-07,81,"A",160.6622688
"4756",1954-10-08,82,"A",162.6457536
"4757",1954-10-09,83,"A",164.6292384
"4758",1954-10-10,89,"A",176.5301472
"4759",1954-10-11,94,"A",186.4475712
"4760",1954-10-12,94,"A",186.4475712
"4761",1954-10-13,94,"A",186.4475712
"4762",1954-10-14,93,"A",184.4640864
"4763",1954-10-15,89,"A",176.5301472
"4764",1954-10-16,88,"A",174.5466624
"4765",1954-10-17,88,"A",174.5466624
"4766",1954-10-18,88,"A",174.5466624
"4767",1954-10-19,89,"A",176.5301472
"4768",1954-10-20,92,"A",182.4806016
"4769",1954-10-21,94,"A",186.4475712
"4770",1954-10-22,95,"A",188.431056
"4771",1954-10-23,97,"A",192.3980256
"4772",1954-10-24,103,"A",204.2989344
"4773",1954-10-25,104,"A",206.2824192
"4774",1954-10-26,105,"A",208.265904
"4775",1954-10-27,104,"A",206.2824192
"4776",1954-10-28,103,"A",204.2989344
"4777",1954-10-29,99,"A",196.3649952
"4778",1954-10-30,99,"A",196.3649952
"4779",1954-10-31,101,"A",200.3319648
"4780",1954-11-01,101,"A",200.3319648
"4781",1954-11-02,99,"A",196.3649952
"4782",1954-11-03,98,"A",194.3815104
"4783",1954-11-04,99,"A",196.3649952
"4784",1954-11-05,101,"A",200.3319648
"4785",1954-11-06,101,"A",200.3319648
"4786",1954-11-07,102,"A",202.3154496
"4787",1954-11-08,102,"A",202.3154496
"4788",1954-11-09,399,"A",791.4104352
"4789",1954-11-10,364,"A",721.9884672
"4790",1954-11-11,251,"A",497.8546848
"4791",1954-11-12,297,"A",589.0949856
"4792",1954-11-13,266,"A",527.6069568
"4793",1954-11-14,231,"A",458.1849888
"4794",1954-11-15,358,"A",710.0875584
"4795",1954-11-16,554,"A",1098.8505792
"4796",1954-11-17,376,"A",745.7902848
"4797",1954-11-18,300,"A",595.04544
"4798",1954-11-19,256,"A",507.7721088
"4799",1954-11-20,234,"A",464.1354432
"4800",1954-11-21,217,"A",430.4162016
"4801",1954-11-22,204,"A",404.6308992
"4802",1954-11-23,200,"A",396.69696
"4803",1954-11-24,198,"A",392.7299904
"4804",1954-11-25,194,"A",384.7960512
"4805",1954-11-26,188,"A",372.8951424
"4806",1954-11-27,184,"A",364.9612032
"4807",1954-11-28,180,"A",357.027264
"4808",1954-11-29,173,"A",343.1428704
"4809",1954-11-30,166,"A",329.2584768
"4810",1954-12-01,162,"A",321.3245376
"4811",1954-12-02,173,"A",343.1428704
"4812",1954-12-03,175,"A",347.10984
"4813",1954-12-04,169,"A",335.2089312
"4814",1954-12-05,173,"A",343.1428704
"4815",1954-12-06,499,"A",989.7589152
"4816",1954-12-07,473,"A",938.1883104
"4817",1954-12-08,349,"A",692.2361952
"4818",1954-12-09,305,"A",604.962864
"4819",1954-12-10,287,"A",569.2601376
"4820",1954-12-11,261,"A",517.6895328
"4821",1954-12-12,238,"A",472.0693824
"4822",1954-12-13,241,"A",478.0198368
"4823",1954-12-14,241,"A",478.0198368
"4824",1954-12-15,224,"A",444.3005952
"4825",1954-12-16,211,"A",418.5152928
"4826",1954-12-17,198,"A",392.7299904
"4827",1954-12-18,192,"A",380.8290816
"4828",1954-12-19,184,"A",364.9612032
"4829",1954-12-20,178,"A",353.0602944
"4830",1954-12-21,177,"A",351.0768096
"4831",1954-12-22,175,"A",347.10984
"4832",1954-12-23,175,"A",347.10984
"4833",1954-12-24,177,"A",351.0768096
"4834",1954-12-25,182,"A",360.9942336
"4835",1954-12-26,175,"A",347.10984
"4836",1954-12-27,166,"A",329.2584768
"4837",1954-12-28,162,"A",321.3245376
"4838",1954-12-29,168,"A",333.2254464
"4839",1954-12-30,171,"A",339.1759008
"4840",1954-12-31,314,"A",622.8142272
"4841",1955-01-01,394,"A",781.4930112
"4842",1955-01-02,338,"A",670.4178624
"4843",1955-01-03,287,"A",569.2601376
"4844",1955-01-04,248,"A",491.9042304
"4845",1955-01-05,231,"A",458.1849888
"4846",1955-01-06,217,"A",430.4162016
"4847",1955-01-07,190,"A",376.862112
"4848",1955-01-08,178,"A",353.0602944
"4849",1955-01-09,180,"A",357.027264
"4850",1955-01-10,180,"A",357.027264
"4851",1955-01-11,171,"A",339.1759008
"4852",1955-01-12,168,"A",333.2254464
"4853",1955-01-13,169,"A",335.2089312
"4854",1955-01-14,164,"A",325.2915072
"4855",1955-01-15,169,"A",335.2089312
"4856",1955-01-16,168,"A",333.2254464
"4857",1955-01-17,166,"A",329.2584768
"4858",1955-01-18,166,"A",329.2584768
"4859",1955-01-19,164,"A",325.2915072
"4860",1955-01-20,162,"A",321.3245376
"4861",1955-01-21,161,"A",319.3410528
"4862",1955-01-22,162,"A",321.3245376
"4863",1955-01-23,168,"A",333.2254464
"4864",1955-01-24,171,"A",339.1759008
"4865",1955-01-25,175,"A",347.10984
"4866",1955-01-26,175,"A",347.10984
"4867",1955-01-27,171,"A",339.1759008
"4868",1955-01-28,166,"A",329.2584768
"4869",1955-01-29,171,"A",339.1759008
"4870",1955-01-30,180,"A",357.027264
"4871",1955-01-31,209,"A",414.5483232
"4872",1955-02-01,217,"A",430.4162016
"4873",1955-02-02,204,"A",404.6308992
"4874",1955-02-03,190,"A",376.862112
"4875",1955-02-04,184,"A",364.9612032
"4876",1955-02-05,186,"A",368.9281728
"4877",1955-02-06,182,"A",360.9942336
"4878",1955-02-07,182,"A",360.9942336
"4879",1955-02-08,182,"A",360.9942336
"4880",1955-02-09,188,"A",372.8951424
"4881",1955-02-10,188,"A",372.8951424
"4882",1955-02-11,186,"A",368.9281728
"4883",1955-02-12,184,"A",364.9612032
"4884",1955-02-13,184,"A",364.9612032
"4885",1955-02-14,184,"A",364.9612032
"4886",1955-02-15,184,"A",364.9612032
"4887",1955-02-16,192,"A",380.8290816
"4888",1955-02-17,220,"A",436.366656
"4889",1955-02-18,241,"A",478.0198368
"4890",1955-02-19,226,"A",448.2675648
"4891",1955-02-20,224,"A",444.3005952
"4892",1955-02-21,215,"A",426.449232
"4893",1955-02-22,209,"A",414.5483232
"4894",1955-02-23,202,"A",400.6639296
"4895",1955-02-24,198,"A",392.7299904
"4896",1955-02-25,196,"A",388.7630208
"4897",1955-02-26,198,"A",392.7299904
"4898",1955-02-27,198,"A",392.7299904
"4899",1955-02-28,192,"A",380.8290816
"4900",1955-03-01,192,"A",380.8290816
"4901",1955-03-02,192,"A",380.8290816
"4902",1955-03-03,190,"A",376.862112
"4903",1955-03-04,184,"A",364.9612032
"4904",1955-03-05,178,"A",353.0602944
"4905",1955-03-06,173,"A",343.1428704
"4906",1955-03-07,175,"A",347.10984
"4907",1955-03-08,177,"A",351.0768096
"4908",1955-03-09,186,"A",368.9281728
"4909",1955-03-10,194,"A",384.7960512
"4910",1955-03-11,196,"A",388.7630208
"4911",1955-03-12,194,"A",384.7960512
"4912",1955-03-13,196,"A",388.7630208
"4913",1955-03-14,194,"A",384.7960512
"4914",1955-03-15,192,"A",380.8290816
"4915",1955-03-16,173,"A",343.1428704
"4916",1955-03-17,178,"A",353.0602944
"4917",1955-03-18,180,"A",357.027264
"4918",1955-03-19,182,"A",360.9942336
"4919",1955-03-20,178,"A",353.0602944
"4920",1955-03-21,177,"A",351.0768096
"4921",1955-03-22,175,"A",347.10984
"4922",1955-03-23,161,"A",319.3410528
"4923",1955-03-24,159,"A",315.3740832
"4924",1955-03-25,159,"A",315.3740832
"4925",1955-03-26,169,"A",335.2089312
"4926",1955-03-27,196,"A",388.7630208
"4927",1955-03-28,238,"A",472.0693824
"4928",1955-03-29,355,"A",704.137104
"4929",1955-03-30,427,"A",846.9480096
"4930",1955-03-31,373,"A",739.8398304
"4931",1955-04-01,344,"A",682.3187712
"4932",1955-04-02,333,"A",660.5004384
"4933",1955-04-03,311,"A",616.8637728
"4934",1955-04-04,292,"A",579.1775616
"4935",1955-04-05,271,"A",537.5243808
"4936",1955-04-06,258,"A",511.7390784
"4937",1955-04-07,246,"A",487.9372608
"4938",1955-04-08,241,"A",478.0198368
"4939",1955-04-09,264,"A",523.6399872
"4940",1955-04-10,314,"A",622.8142272
"4941",1955-04-11,327,"A",648.5995296
"4942",1955-04-12,303,"A",600.9958944
"4943",1955-04-13,290,"A",575.210592
"4944",1955-04-14,279,"A",553.3922592
"4945",1955-04-15,253,"A",501.8216544
"4946",1955-04-16,238,"A",472.0693824
"4947",1955-04-17,241,"A",478.0198368
"4948",1955-04-18,238,"A",472.0693824
"4949",1955-04-19,238,"A",472.0693824
"4950",1955-04-20,236,"A",468.1024128
"4951",1955-04-21,229,"A",454.2180192
"4952",1955-04-22,222,"A",440.3336256
"4953",1955-04-23,204,"A",404.6308992
"4954",1955-04-24,202,"A",400.6639296
"4955",1955-04-25,215,"A",426.449232
"4956",1955-04-26,224,"A",444.3005952
"4957",1955-04-27,222,"A",440.3336256
"4958",1955-04-28,217,"A",430.4162016
"4959",1955-04-29,220,"A",436.366656
"4960",1955-04-30,211,"A",418.5152928
"4961",1955-05-01,213,"A",422.4822624
"4962",1955-05-02,224,"A",444.3005952
"4963",1955-05-03,234,"A",464.1354432
"4964",1955-05-04,238,"A",472.0693824
"4965",1955-05-05,246,"A",487.9372608
"4966",1955-05-06,295,"A",585.128016
"4967",1955-05-07,415,"A",823.146192
"4968",1955-05-08,606,"A",1201.9917888
"4969",1955-05-09,662,"A",1313.0669376
"4970",1955-05-10,706,"A",1400.3402688
"4971",1955-05-11,800,"A",1586.78784
"4972",1955-05-12,880,"A",1745.466624
"4973",1955-05-13,800,"A",1586.78784
"4974",1955-05-14,670,"A",1328.934816
"4975",1955-05-15,586,"A",1162.3220928
"4976",1955-05-16,522,"A",1035.3790656
"4977",1955-05-17,501,"A",993.7258848
"4978",1955-05-18,546,"A",1082.9827008
"4979",1955-05-19,735,"A",1457.861328
"4980",1955-05-20,1130,"A",2241.337824
"4981",1955-05-21,1350,"A",2677.70448
"4982",1955-05-22,1130,"A",2241.337824
"4983",1955-05-23,955,"A",1894.227984
"4984",1955-05-24,875,"A",1735.5492
"4985",1955-05-25,795,"A",1576.870416
"4986",1955-05-26,725,"A",1438.02648
"4987",1955-05-27,682,"A",1352.7366336
"4988",1955-05-28,650,"A",1289.26512
"4989",1955-05-29,682,"A",1352.7366336
"4990",1955-05-30,730,"A",1447.943904
"4991",1955-05-31,666,"A",1321.0008768
"4992",1955-06-01,586,"A",1162.3220928
"4993",1955-06-02,543,"A",1077.0322464
"4994",1955-06-03,540,"A",1071.081792
"4995",1955-06-04,582,"A",1154.3881536
"4996",1955-06-05,715,"A",1418.191632
"4997",1955-06-06,750,"A",1487.6136
"4998",1955-06-07,730,"A",1447.943904
"4999",1955-06-08,730,"A",1447.943904
"5000",1955-06-09,706,"A",1400.3402688
"5001",1955-06-10,698,"A",1384.4723904
"5002",1955-06-11,815,"A",1616.540112
"5003",1955-06-12,686,"A",1360.6705728
"5004",1955-06-13,586,"A",1162.3220928
"5005",1955-06-14,498,"A",987.7754304
"5006",1955-06-15,436,"A",864.7993728
"5007",1955-06-16,382,"A",757.6911936
"5008",1955-06-17,338,"A",670.4178624
"5009",1955-06-18,305,"A",604.962864
"5010",1955-06-19,279,"A",553.3922592
"5011",1955-06-20,256,"A",507.7721088
"5012",1955-06-21,231,"A",458.1849888
"5013",1955-06-22,217,"A",430.4162016
"5014",1955-06-23,202,"A",400.6639296
"5015",1955-06-24,192,"A",380.8290816
"5016",1955-06-25,184,"A",364.9612032
"5017",1955-06-26,177,"A",351.0768096
"5018",1955-06-27,169,"A",335.2089312
"5019",1955-06-28,135,"A",267.770448
"5020",1955-06-29,55,"A",109.091664
"5021",1955-06-30,118,"A",234.0512064
"5022",1955-07-01,126,"A",249.9190848
"5023",1955-07-02,134,"A",265.7869632
"5024",1955-07-03,169,"A",335.2089312
"5025",1955-07-04,134,"A",265.7869632
"5026",1955-07-05,126,"A",249.9190848
"5027",1955-07-06,120,"A",238.018176
"5028",1955-07-07,113,"A",224.1337824
"5029",1955-07-08,111,"A",220.1668128
"5030",1955-07-09,111,"A",220.1668128
"5031",1955-07-10,113,"A",224.1337824
"5032",1955-07-11,113,"A",224.1337824
"5033",1955-07-12,100,"A",198.34848
"5034",1955-07-13,96,"A",190.4145408
"5035",1955-07-14,95,"A",188.431056
"5036",1955-07-15,88,"A",174.5466624
"5037",1955-07-16,85,"A",168.596208
"5038",1955-07-17,81,"A",160.6622688
"5039",1955-07-18,79,"A",156.6952992
"5040",1955-07-19,74,"A",146.7778752
"5041",1955-07-20,74,"A",146.7778752
"5042",1955-07-21,74,"A",146.7778752
"5043",1955-07-22,69,"A",136.8604512
"5044",1955-07-23,64,"A",126.9430272
"5045",1955-07-24,62,"A",122.9760576
"5046",1955-07-25,63,"A",124.9595424
"5047",1955-07-26,61,"A",120.9925728
"5048",1955-07-27,54,"A",107.1081792
"5049",1955-07-28,35,"A",69.421968
"5050",1955-07-29,28,"A",55.5375744
"5051",1955-07-30,28,"A",55.5375744
"5052",1955-07-31,39,"A",77.3559072
"5053",1955-08-01,42,"A",83.3063616
"5054",1955-08-02,79,"A",156.6952992
"5055",1955-08-03,90,"A",178.513632
"5056",1955-08-04,62,"A",122.9760576
"5057",1955-08-05,56,"A",111.0751488
"5058",1955-08-06,52,"A",103.1412096
"5059",1955-08-07,50,"A",99.17424
"5060",1955-08-08,50,"A",99.17424
"5061",1955-08-09,48,"A",95.2072704
"5062",1955-08-10,47,"A",93.2237856
"5063",1955-08-11,47,"A",93.2237856
"5064",1955-08-12,47,"A",93.2237856
"5065",1955-08-13,42,"A",83.3063616
"5066",1955-08-14,41,"A",81.3228768
"5067",1955-08-15,41,"A",81.3228768
"5068",1955-08-16,41,"A",81.3228768
"5069",1955-08-17,42,"A",83.3063616
"5070",1955-08-18,41,"A",81.3228768
"5071",1955-08-19,39,"A",77.3559072
"5072",1955-08-20,39,"A",77.3559072
"5073",1955-08-21,38,"A",75.3724224
"5074",1955-08-22,35,"A",69.421968
"5075",1955-08-23,34,"A",67.4384832
"5076",1955-08-24,32,"A",63.4715136
"5077",1955-08-25,30,"A",59.504544
"5078",1955-08-26,24,"A",47.6036352
"5079",1955-08-27,25,"A",49.58712
"5080",1955-08-28,27,"A",53.5540896
"5081",1955-08-29,29,"A",57.5210592
"5082",1955-08-30,29,"A",57.5210592
"5083",1955-08-31,29,"A",57.5210592
"5084",1955-09-01,28,"A",55.5375744
"5085",1955-09-02,27,"A",53.5540896
"5086",1955-09-03,27,"A",53.5540896
"5087",1955-09-04,26,"A",51.5706048
"5088",1955-09-05,26,"A",51.5706048
"5089",1955-09-06,26,"A",51.5706048
"5090",1955-09-07,26,"A",51.5706048
"5091",1955-09-08,27,"A",53.5540896
"5092",1955-09-09,27,"A",53.5540896
"5093",1955-09-10,28,"A",55.5375744
"5094",1955-09-11,28,"A",55.5375744
"5095",1955-09-12,27,"A",53.5540896
"5096",1955-09-13,22,"A",43.6366656
"5097",1955-09-14,20,"A",39.669696
"5098",1955-09-15,20,"A",39.669696
"5099",1955-09-16,22,"A",43.6366656
"5100",1955-09-17,28,"A",55.5375744
"5101",1955-09-18,31,"A",61.4880288
"5102",1955-09-19,47,"A",93.2237856
"5103",1955-09-20,47,"A",93.2237856
"5104",1955-09-21,39,"A",77.3559072
"5105",1955-09-22,35,"A",69.421968
"5106",1955-09-23,32,"A",63.4715136
"5107",1955-09-24,31,"A",61.4880288
"5108",1955-09-25,31,"A",61.4880288
"5109",1955-09-26,54,"A",107.1081792
"5110",1955-09-27,55,"A",109.091664
"5111",1955-09-28,45,"A",89.256816
"5112",1955-09-29,42,"A",83.3063616
"5113",1955-09-30,39,"A",77.3559072
"5114",1955-10-01,38,"A",75.3724224
"5115",1955-10-02,36,"A",71.4054528
"5116",1955-10-03,36,"A",71.4054528
"5117",1955-10-04,36,"A",71.4054528
"5118",1955-10-05,35,"A",69.421968
"5119",1955-10-06,35,"A",69.421968
"5120",1955-10-07,35,"A",69.421968
"5121",1955-10-08,35,"A",69.421968
"5122",1955-10-09,35,"A",69.421968
"5123",1955-10-10,42,"A",83.3063616
"5124",1955-10-11,39,"A",77.3559072
"5125",1955-10-12,38,"A",75.3724224
"5126",1955-10-13,37,"A",73.3889376
"5127",1955-10-14,36,"A",71.4054528
"5128",1955-10-15,36,"A",71.4054528
"5129",1955-10-16,36,"A",71.4054528
"5130",1955-10-17,36,"A",71.4054528
"5131",1955-10-18,37,"A",73.3889376
"5132",1955-10-19,36,"A",71.4054528
"5133",1955-10-20,35,"A",69.421968
"5134",1955-10-21,35,"A",69.421968
"5135",1955-10-22,44,"A",87.2733312
"5136",1955-10-23,44,"A",87.2733312
"5137",1955-10-24,43,"A",85.2898464
"5138",1955-10-25,43,"A",85.2898464
"5139",1955-10-26,43,"A",85.2898464
"5140",1955-10-27,42,"A",83.3063616
"5141",1955-10-28,43,"A",85.2898464
"5142",1955-10-29,44,"A",87.2733312
"5143",1955-10-30,44,"A",87.2733312
"5144",1955-10-31,45,"A",89.256816
"5145",1955-11-01,46,"A",91.2403008
"5146",1955-11-02,46,"A",91.2403008
"5147",1955-11-03,46,"A",91.2403008
"5148",1955-11-04,66,"A",130.9099968
"5149",1955-11-05,61,"A",120.9925728
"5150",1955-11-06,58,"A",115.0421184
"5151",1955-11-07,62,"A",122.9760576
"5152",1955-11-08,62,"A",122.9760576
"5153",1955-11-09,62,"A",122.9760576
"5154",1955-11-10,61,"A",120.9925728
"5155",1955-11-11,60,"A",119.009088
"5156",1955-11-12,60,"A",119.009088
"5157",1955-11-13,64,"A",126.9430272
"5158",1955-11-14,62,"A",122.9760576
"5159",1955-11-15,61,"A",120.9925728
"5160",1955-11-16,64,"A",126.9430272
"5161",1955-11-17,65,"A",128.926512
"5162",1955-11-18,68,"A",134.8769664
"5163",1955-11-19,335,"A",664.467408
"5164",1955-11-20,1490,"A",2955.392352
"5165",1955-11-21,962,"A",1908.1123776
"5166",1955-11-22,536,"A",1063.1478528
"5167",1955-11-23,415,"A",823.146192
"5168",1955-11-24,355,"A",704.137104
"5169",1955-11-25,315,"A",624.797712
"5170",1955-11-26,290,"A",575.210592
"5171",1955-11-27,355,"A",704.137104
"5172",1955-11-28,361,"A",716.0380128
"5173",1955-11-29,330,"A",654.549984
"5174",1955-11-30,300,"A",595.04544
"5175",1955-12-01,367,"A",727.9389216
"5176",1955-12-02,394,"A",781.4930112
"5177",1955-12-03,330,"A",654.549984
"5178",1955-12-04,295,"A",585.128016
"5179",1955-12-05,287,"A",569.2601376
"5180",1955-12-06,515,"A",1021.494672
"5181",1955-12-07,638,"A",1265.4633024
"5182",1955-12-08,512,"A",1015.5442176
"5183",1955-12-09,590,"A",1170.256032
"5184",1955-12-10,536,"A",1063.1478528
"5185",1955-12-11,610,"A",1209.925728
"5186",1955-12-12,860,"A",1705.796928
"5187",1955-12-13,805,"A",1596.705264
"5188",1955-12-14,698,"A",1384.4723904
"5189",1955-12-15,638,"A",1265.4633024
"5190",1955-12-16,698,"A",1384.4723904
"5191",1955-12-17,785,"A",1557.035568
"5192",1955-12-18,1160,"A",2300.842368
"5193",1955-12-19,2940,"A",5831.445312
"5194",1955-12-20,4470,"A",8866.177056
"5195",1955-12-21,8860,"A",17573.675328
"5196",1955-12-22,30300,"A",60099.58944
"5197",1955-12-23,15500,"A",30744.0144
"5198",1955-12-24,8060,"A",15986.887488
"5199",1955-12-25,4950,"A",9818.24976
"5200",1955-12-26,4000,"A",7933.9392
"5201",1955-12-27,3200,"A",6347.15136
"5202",1955-12-28,2540,"A",5038.051392
"5203",1955-12-29,2090,"A",4145.483232
