rowcol Oct-1990 Nov-1990 Dec-1990 Jan-1991 Feb-1991 Mar-1991 Apr-1991 May-1991 Jun-1991 Jul-1991 Aug-1991 Sep-1991 Oct-1991 Nov-1991 Dec-1991 Jan-1992 Feb-1992 Mar-1992 Apr-1992 May-1992 Jun-1992 Jul-1992 Aug-1992 Sep-1992 Oct-1992 Nov-1992 Dec-1992 Jan-1993 Feb-1993 Mar-1993 Apr-1993 May-1993 Jun-1993 Jul-1993 Aug-1993 Sep-1993 Oct-1993 Nov-1993 Dec-1993 Jan-1994 Feb-1994 Mar-1994 Apr-1994 May-1994 Jun-1994 Jul-1994 Aug-1994 Sep-1994 Oct-1994 Nov-1994 Dec-1994 Jan-1995 Feb-1995 Mar-1995 Apr-1995 May-1995 Jun-1995 Jul-1995 Aug-1995 Sep-1995 Oct-1995 Nov-1995 Dec-1995 Jan-1996 Feb-1996 Mar-1996 Apr-1996 May-1996 Jun-1996 Jul-1996 Aug-1996 Sep-1996 Oct-1996 Nov-1996 Dec-1996 Jan-1997 Feb-1997 Mar-1997 Apr-1997 May-1997 Jun-1997 Jul-1997 Aug-1997 Sep-1997 Oct-1997 Nov-1997 Dec-1997 Jan-1998 Feb-1998 Mar-1998 Apr-1998 May-1998 Jun-1998 Jul-1998 Aug-1998 Sep-1998 Oct-1998 Nov-1998 Dec-1998 Jan-1999 Feb-1999 Mar-1999 Apr-1999 May-1999 Jun-1999 Jul-1999 Aug-1999 Sep-1999 Oct-1999 Nov-1999 Dec-1999 Jan-2000 Feb-2000 Mar-2000 Apr-2000 May-2000 Jun-2000 Jul-2000 Aug-2000 Sep-2000 Oct-2000 Nov-2000 Dec-2000 Jan-2001 Feb-2001 Mar-2001 Apr-2001 May-2001 Jun-2001 Jul-2001 Aug-2001 Sep-2001 Oct-2001 Nov-2001 Dec-2001 Jan-2002 Feb-2002 Mar-2002 Apr-2002 May-2002 Jun-2002 Jul-2002 Aug-2002 Sep-2002 Oct-2002 Nov-2002 Dec-2002 Jan-2003 Feb-2003 Mar-2003 Apr-2003 May-2003 Jun-2003 Jul-2003 Aug-2003 Sep-2003 Oct-2003 Nov-2003 Dec-2003 Jan-2004 Feb-2004 Mar-2004 Apr-2004 May-2004 Jun-2004 Jul-2004 Aug-2004 Sep-2004 Oct-2004 Nov-2004 Dec-2004 Jan-2005 Feb-2005 Mar-2005 Apr-2005 May-2005 Jun-2005 Jul-2005 Aug-2005 Sep-2005 Oct-2005 Nov-2005 Dec-2005 Jan-2006 Feb-2006 Mar-2006 Apr-2006 May-2006 Jun-2006 Jul-2006 Aug-2006 Sep-2006 Oct-2006 Nov-2006 Dec-2006 Jan-2007 Feb-2007 Mar-2007 Apr-2007 May-2007 Jun-2007 Jul-2007 Aug-2007 Sep-2007 Oct-2007 Nov-2007 Dec-2007 Jan-2008 Feb-2008 Mar-2008 Apr-2008 May-2008 Jun-2008 Jul-2008 Aug-2008 Sep-2008 Oct-2008 Nov-2008 Dec-2008 Jan-2009 Feb-2009 Mar-2009 Apr-2009 May-2009 Jun-2009 Jul-2009 Aug-2009 Sep-2009 Oct-2009 Nov-2009 Dec-2009 Jan-2010 Feb-2010 Mar-2010 Apr-2010 May-2010 Jun-2010 Jul-2010 Aug-2010 Sep-2010 Oct-2010 Nov-2010 Dec-2010 Jan-2011 Feb-2011 Mar-2011 Apr-2011 May-2011 Jun-2011 Jul-2011 Aug-2011 Sep-2011
25190 0 0 0 0 3695 7436 4044 5897 0 0 0 0 0 0 0 608 7397 7594 14463 1458 0 0 0 0 0 0 1298 10727 13594 38481 25493 34316 19574 0 0 0 0 0 803 3847 3931 6658 3752 3756 0 0 0 0 0 0 0 34922 40885 46225 31979 33106 20303 1936 0 0 0 0 22032 28758 53677 29676 29293 26218 2901 0 0 0 0 22391 55799 71762 24196 16903 17017 5746 0 0 0 0 0 1682 3736 31480 34135 50349 27832 31757 28406 2994 0 0 0 12807 18036 23983 33228 31582 24381 26779 16271 0 0 0 0 0 3495 19477 23018 24272 29310 17531 8769 0 0 0 0 0 0 0 1208 7622 3243 286 0 0 0 0 0 0 6945 22332 14140 11977 19073 8884 0 0 0 0 0 0 25541 42010 25736 25927 25540 26985 11474 0 0 0 0 0 6858 11163 25990 25003 19846 14761 0 0 0 0 0 0 10763 11228 16644 12196 12079 25491 6606 0 0 0 0 1898 58730 64897 48168 23634 28297 41320 14923 0 0 0 0 3007 19083 14485 11841 22419 10908 4700 0 0 0 0 0 0 4257 7804 12015 15990 11934 24191 3098 0 0 0 0 0 0 3715 5701 12812 7754 13534 0 0 0 0 0 0 0 9667 9243 11076 18130 19876 24918 0 0 0 0 5712 21305 21250 11614 25177 29936 21154 25346 4889 0 0
25090 0 0 0 0 3500 7297 3914 5765 0 0 0 0 0 0 0 243 7244 7472 14336 1319 0 0 0 0 0 0 937 10672 13484 38369 25382 34202 19455 0 0 0 0 0 0 3711 3798 6536 3626 3621 0 0 0 0 0 0 0 34919 40774 46229 31895 32995 20160 1784 0 0 0 0 21968 28865 53605 29583 29188 26092 2754 0 0 0 0 22162 55872 71828 24127 16817 16910 5611 0 0 0 0 0 1382 3587 31494 34044 50273 27728 31643 28295 2838 0 0 0 12708 17921 23987 33151 31487 24267 26643 16113 0 0 0 0 0 3297 19488 22930 24196 29210 17402 8632 0 0 0 0 0 0 0 1055 7522 3120 32 0 0 0 0 0 0 6759 22264 14093 11878 18960 8753 0 0 0 0 0 0 25643 42010 25850 25941 25502 26888 11326 0 0 0 0 0 6690 11085 26171 24950 19749 14640 0 0 0 0 0 0 10618 11123 16990 12169 11999 25383 6471 0 0 0 0 1342 58868 65064 48230 23617 28225 41208 14775 0 0 0 0 2617 19002 14398 11836 22327 10795 4568 0 0 0 0 0 0 4068 7776 12083 15911 11829 24065 2946 0 0 0 0 0 0 3561 5665 12721 7636 13404 0 0 0 0 0 0 0 9544 9188 10976 18024 19755 24767 0 0 0 0 5450 21267 21167 11568 25173 29850 21042 25206 4727 0 0
25091 0 0 0 0 3508 7388 3969 5764 0 0 0 0 0 0 0 0 7291 7565 14375 1251 0 0 0 0 0 0 407 10818 13600 38500 25507 34232 19378 0 0 0 0 0 0 3780 3876 6632 3659 3575 0 0 0 0 0 0 0 35139 40913 46538 32081 33052 20104 1697 0 0 0 0 22138 29317 53782 29741 29298 26080 2631 0 0 0 0 22173 56245 72207 24303 16976 16995 5521 0 0 0 0 0 1319 3651 31753 34191 50454 27834 31709 28249 2678 0 0 0 12852 18038 24255 33318 31636 24327 26568 15978 0 0 0 0 0 3315 19728 23077 24361 29371 17367 8640 0 0 0 0 0 0 0 1104 7635 3172 0 0 0 0 0 0 0 6782 22417 14296 12023 19039 8707 0 0 0 0 0 0 26102 42299 26250 26214 25725 26929 11183 0 0 0 0 0 6741 11220 26726 25153 19839 14621 0 0 0 0 0 0 10676 11224 17784 12378 12111 25421 6418 0 0 0 0 349 59334 65539 48528 23846 28395 41211 14664 0 0 0 0 2492 19133 14537 12087 22477 10853 4504 0 0 0 0 0 0 4080 7942 12442 16079 11912 24043 2840 0 0 0 0 0 0 3604 5824 12857 7681 13378 0 0 0 0 0 0 0 9617 9344 11117 18176 19789 24684 0 0 0 0 5442 21458 21322 11766 25461 30013 21086 25172 4648 0 0
25092 0 0 0 0 3225 7257 3796 5541 0 0 0 0 0 0 0 0 7061 7417 14191 959 0 0 0 0 0 0 0 10750 13487 38428 25433 34102 19104 0 0 0 0 0 0 3601 3701 6490 3457 3321 0 0 0 0 0 0 0 35230 40843 46777 32108 32930 19867 1428 0 0 0 0 22171 29784 53760 29706 29222 25875 2307 0 0 0 0 21963 56597 72545 24281 16937 16878 5223 0 0 0 0 0 1034 3474 31893 34125 50470 27735 31615 28023 2328 0 0 0 12862 17948 24406 33285 31581 24170 26273 15631 0 0 0 0 0 3077 19839 23016 24335 29358 17127 8430 0 0 0 0 0 0 0 884 7518 3000 0 0 0 0 0 0 0 6554 22365 14328 11961 18925 8449 0 0 0 0 0 0 26651 42483 26581 26336 25789 26760 10841 0 0 0 0 0 6566 11146 27340 25180 19730 14405 0 0 0 0 0 0 10497 11086 18833 12394 12029 25289 6167 0 0 0 0 0 59847 66001 48652 23898 28368 41008 14350 0 0 0 0 2143 19069 14471 12205 22419 10698 4232 0 0 0 0 0 0 3822 7900 12732 16048 11788 23820 2528 0 0 0 0 0 0 3373 5772 12781 7504 13175 0 0 0 0 0 0 0 9447 9288 11060 18153 19614 24393 0 0 0 0 5208 21497 21279 11791 25658 29978 20950 24955 4369 0 0
24992 0 0 0 0 2807 6898 3452 5202 0 0 0 0 0 0 0 0 6693 7078 13852 621 0 0 0 0 0 0 0 10486 13161 38097 25103 33781 18800 0 0 0 0 0 0 3254 3353 6151 3120 2984 0 0 0 0 0 0 0 35037 40520 46555 31805 32610 19535 1105 0 0 0 0 21914 29665 53474 29395 28901 25547 1978 0 0 0 0 21565 56461 72386 23997 16633 16558 4893 0 0 0 0 0 493 3117 31692 33818 50174 27416 31290 27726 2009 0 0 0 12584 17625 24193 32992 31269 23846 25941 15292 0 0 0 0 0 2674 19638 22711 24040 29038 16798 8095 0 0 0 0 0 0 0 513 7201 2665 0 0 0 0 0 0 0 6179 22088 14065 11644 18600 8117 0 0 0 0 0 0 26547 42264 26450 26112 25518 26454 10514 0 0 0 0 0 6201 10858 27287 24911 19423 14082 0 0 0 0 0 0 10160 10771 18910 12149 11736 24975 5842 0 0 0 0 0 59763 65918 48480 23652 28074 40692 14018 0 0 0 0 1538 18786 14170 11981 22111 10375 3901 0 0 0 0 0 0 3425 7663 12576 15752 11470 23492 2192 0 0 0 0 0 0 3006 5523 12472 7175 12843 0 0 0 0 0 0 0 9124 9024 10742 17828 19284 24054 0 0 0 0 4769 21254 20981 11527 25430 29675 20630 24624 4032 0 0
24993 0 0 0 0 3230 7412 3973 5717 126 0 0 0 0 0 0 0 7174 7604 14377 1119 134 0 0 0 0 0 0 11075 13717 38664 25670 34345 19337 38 0 0 0 0 0 3765 3869 6684 3641 3494 0 0 0 0 0 0 0 35725 41102 47325 32426 33183 20068 1633 0 0 0 0 22551 30560 54095 29990 29478 26086 2485 0 0 0 0 22049 57284 73241 24615 17229 17123 5403 111 0 0 0 0 880 3630 32402 34407 50794 27987 31860 28282 2520 0 0 0 13209 18197 24904 33601 31856 24398 26452 15786 0 0 0 0 0 3142 20335 23301 24644 29632 17326 8623 47 0 0 0 0 0 0 994 7750 3195 212 0 0 0 0 0 0 6653 22685 14706 12226 19162 8636 130 0 0 0 0 0 27470 43022 27294 26813 26171 27016 11020 28 0 0 0 0 6709 11443 28253 25556 20000 14621 107 0 0 0 0 0 10673 11318 20176 12795 12326 25543 6372 45 0 0 0 0 60674 66876 49213 24314 28679 41240 14528 0 0 0 0 1844 19376 14757 12671 22700 10928 4416 40 0 0 0 0 0 3875 8274 13360 16358 12035 24026 2696 0 0 0 0 0 0 3484 6125 13046 7713 13376 253 0 0 0 0 0 0 9644 9621 11319 18411 19826 24564 0 0 0 0 5230 21907 21581 12166 26169 30277 21193 25162 4549 18 0
24994 0 0 0 0 3366 7717 4297 6035 366 0 0 0 0 0 0 0 7412 7925 14708 1414 398 0 0 0 0 0 0 11456 14092 39064 26073 34753 19684 218 0 0 0 0 0 4054 4181 7023 3967 3810 107 0 0 0 0 0 0 36238 41521 47992 32915 33602 20430 1984 128 0 0 0 23031 31400 54567 30433 29898 26449 2802 116 0 0 0 22303 57989 74020 25088 17671 17522 5720 360 64 35 0 0 1106 3946 32960 34835 51266 28394 32282 28661 2838 86 0 0 13681 18607 25478 34055 32283 24773 26762 16078 66 0 0 0 0 3389 20874 23730 25091 30078 17671 8964 241 0 0 0 0 0 0 1237 8096 3536 458 53 0 0 0 0 0 6861 23094 15195 12649 19561 8966 363 7 0 0 0 0 28313 43674 28049 27396 26695 27403 11334 214 120 0 0 0 7005 11848 29180 26065 20419 14981 340 0 0 0 0 0 10943 11660 21555 13296 12759 25953 6724 237 0 0 0 0 61490 67787 49808 24837 29127 41607 14846 90 0 0 0 1959 19780 15179 13218 23131 11306 4740 197 0 0 0 0 0 4061 8682 14020 16814 12434 24376 3010 87 0 0 0 0 0 3716 6525 13447 8068 13741 578 61 0 0 0 0 0 9914 10026 11734 18846 20191 24882 105 0 0 0 5501 22406 22025 12656 26802 30728 21599 25531 4883 179 0
24894 0 0 0 0 2900 7312 3907 5649 0 0 0 0 0 0 0 0 7001 7542 14323 1027 0 0 0 0 0 0 0 11190 13725 38691 25701 34392 19347 0 0 0 0 0 0 3685 3790 6640 3584 3426 0 0 0 0 0 0 0 36103 41162 47764 32574 33242 20057 1636 0 0 0 0 22808 31315 54243 30084 29537 26078 2432 0 0 0 0 21934 57895 73870 24766 17330 17161 5345 0 0 0 0 0 587 3565 32761 34486 50937 28033 31914 28332 2493 0 0 0 13450 18261 25262 33726 31932 24406 26384 15693 0 0 0 0 0 2970 20682 23386 24763 29718 17297 8588 0 0 0 0 0 0 0 832 7744 3155 41 0 0 0 0 0 0 6507 22806 14912 12293 19194 8590 0 0 0 0 0 0 28302 43448 27906 27114 26370 27051 10962 0 0 0 0 0 6649 11544 29174 25759 20071 14615 0 0 0 0 0 0 10627 11320 21717 13005 12423 25596 6359 0 0 0 0 0 61466 67700 49587 24539 28790 41246 14471 0 0 0 0 1366 19506 14851 12985 22781 10942 4364 0 0 0 0 0 0 3654 8440 13873 16478 12076 24004 2630 0 0 0 0 0 0 3317 6264 13097 7695 13363 201 0 0 0 0 0 0 9599 9747 11376 18480 19817 24499 0 0 0 0 5069 22172 21696 12370 26562 30386 21238 25158 4518 0 0
24895 0 0 0 0 2950 7572 4202 5943 252 16 0 0 0 0 0 0 7212 7842 14636 1299 270 12 0 0 0 0 0 11554 14092 39081 26095 34779 19678 210 52 0 0 0 0 3956 4087 6966 3896 3719 117 0 0 0 0 0 0 36581 41588 48459 33088 33667 20407 1968 158 0 0 0 23271 32224 54767 30542 29957 26432 2730 145 0 0 0 22170 58599 74743 25288 17786 17561 5649 266 118 109 8 0 829 3876 33308 34931 51419 28446 32322 28696 2794 128 4 0 13907 18680 25851 34207 32369 24783 26686 15965 108 0 0 0 0 3201 21203 23826 25212 30161 17635 8917 214 0 0 0 0 0 0 1043 8069 3477 290 66 0 0 0 0 0 6686 23208 15406 12722 19587 8907 249 61 0 0 0 0 29104 44177 28747 27753 26924 27449 11264 210 176 0 0 0 6934 11948 30168 26316 20505 14969 255 50 0 0 0 0 10884 11659 23221 13565 12872 25998 6698 219 0 0 0 0 62267 68736 50262 25103 29257 41616 14776 127 0 0 0 1461 19906 15274 13536 23228 11321 4674 173 0 0 0 0 0 3797 8838 14547 16962 12479 24346 2925 117 0 0 0 0 0 3519 6652 13490 8041 13703 532 84 0 0 0 0 0 9849 10142 11781 18901 20173 24802 136 0 0 0 5336 22664 22154 12875 27229 30867 21642 25515 4838 187 0
24795 0 0 0 0 2934 7697 4347 6085 364 5 0 0 0 0 0 0 7316 8000 14791 1427 385 16 0 0 0 0 0 11798 14292 39286 26301 34969 19848 316 81 0 0 0 0 4103 4242 7137 4056 3858 172 0 0 0 0 0 0 36944 41824 48902 33377 33894 20578 2132 238 0 0 0 23570 32840 55082 30802 30185 26611 2871 220 0 0 0 22292 59081 75329 25603 18052 17781 5800 387 178 174 18 0 914 4041 33670 35185 51694 28672 32527 28886 2940 193 11 0 14192 18915 26233 34491 32617 24988 26836 16089 157 0 0 0 0 3306 21551 24076 25473 30398 17805 9086 312 0 0 0 0 0 0 1147 8252 3642 398 92 0 0 0 0 0 6802 23463 15711 12963 19795 9066 363 83 0 0 0 0 29677 44644 29311 28147 27247 27672 11409 312 274 0 0 0 7090 12194 30851 26658 20751 15154 374 69 0 0 0 0 11049 11860 24263 13921 13135 26210 6870 331 0 0 0 0 62831 69440 50712 25450 29532 41815 14923 187 1 0 0 1415 20157 15519 13890 23483 11527 4827 258 0 0 0 0 0 3857 9110 15002 17245 12703 24519 3063 168 0 0 0 0 0 3620 6910 13710 8223 13863 695 119 0 0 0 0 0 10012 10399 12003 19122 20357 24945 196 0 0 13 5456 22983 22422 13188 27656 31146 21856 25691 4996 281 0
24695 0 0 0 0 3109 8012 4681 6416 667 182 0 0 0 0 0 0 7614 8350 15137 1744 688 239 0 0 0 0 0 12253 14687 39680 26697 35344 20207 623 330 35 0 0 0 4443 4589 7501 4409 4184 438 0 0 0 0 0 0 37540 42257 49546 33860 34312 20936 2484 525 210 50 0 24073 33667 55598 31260 30606 26979 3200 505 81 0 0 22604 59784 76121 26122 18518 18197 6142 700 456 464 252 156 1187 4396 34245 35636 52165 29092 32920 29266 3274 468 237 140 14674 19343 26827 34977 33062 25387 27176 16400 419 179 0 0 0 3596 22113 24521 25932 30827 18163 9446 608 93 0 0 0 0 0 1444 8632 3997 694 331 0 0 0 0 0 7122 23927 16223 13399 20194 9414 669 322 0 0 0 0 30487 45316 30090 28744 27768 28093 11744 616 583 156 0 0 7436 12638 31751 27204 21197 15532 687 307 0 0 0 0 11414 12261 25513 14490 13602 26616 7234 643 78 0 0 0 63630 70356 51380 26005 30009 42209 15260 459 220 0 0 1552 20607 15962 14456 23936 11928 5172 548 107 0 0 0 0 4108 9594 15678 17729 13123 24883 3390 429 53 0 0 0 0 3916 7378 14126 8597 14207 1049 366 0 0 0 0 0 10378 10865 12419 19533 20731 25274 461 146 0 266 5757 23510 22887 13707 28287 31624 22262 26054 5342 577 201
24595 0 0 0 0 2861 7887 4576 6308 540 0 0 0 0 0 0 0 7475 8259 15038 1625 560 0 0 0 0 0 0 12262 14637 39622 26643 35267 20122 503 134 0 0 0 0 4341 4494 7422 4321 4074 284 0 0 0 0 0 0 37686 42238 49717 33888 34280 20852 2397 387 0 0 0 24120 34007 55659 31269 30579 26904 3095 369 0 0 0 22473 60016 76423 26192 18539 18170 6049 586 317 337 0 0 1028 4305 34364 35634 52178 29064 32863 29200 3171 322 0 0 14698 19317 26964 35010 33057 25340 27076 16274 262 0 0 0 0 3446 22218 24515 25940 30803 18080 9367 477 0 0 0 0 0 0 1308 8570 3912 559 117 0 0 0 0 0 7012 23945 16284 13390 20147 9325 548 106 0 0 0 0 30826 45517 30396 28884 27835 28071 11645 495 472 0 0 0 7337 12631 32163 27299 21198 15470 573 94 0 0 0 0 11338 12219 26240 14616 13630 26579 7161 530 0 0 0 0 63952 70776 51589 26110 30040 42159 15161 311 0 0 0 1094 20603 15955 14569 23940 11887 5081 417 0 0 0 0 0 3926 9632 15895 17764 13100 24805 3283 271 0 0 0 0 0 3776 7398 14095 8529 14108 967 181 0 0 0 0 0 10302 10888 12389 19495 20659 25161 305 0 0 36 5615 23580 22900 13774 28450 31649 22223 25974 5250 447 0
24495 0 0 0 0 2452 7597 4318 6059 281 0 0 0 0 0 0 0 7176 8009 14794 1373 304 0 0 0 0 0 0 12125 14436 39417 26441 35062 19926 269 0 0 0 0 0 4075 4238 7186 4087 3830 16 0 0 0 0 0 0 37712 42084 49752 33781 34122 20650 2192 134 0 0 0 24018 34210 55601 31145 30420 26709 2877 131 0 0 0 22193 60118 76601 26139 18428 18012 5841 354 55 67 0 0 654 4044 34350 35496 52057 28900 32675 29025 2958 64 0 0 14567 19137 26973 34914 32917 25164 26861 16037 0 0 0 0 0 3126 22177 24363 25809 30636 17872 9156 223 0 0 0 0 0 0 1014 8351 3678 299 0 0 0 0 0 0 6752 23827 16210 13237 19964 9112 308 0 0 0 0 0 31031 45591 30585 28905 27774 27936 11445 272 254 0 0 0 7077 12465 32449 27277 21079 15294 350 0 0 0 0 0 11105 12026 26812 14639 13543 26429 6973 312 0 0 0 0 64147 71073 51703 26101 29948 42000 14955 60 0 0 0 221 20436 15797 14554 23807 11712 4869 173 0 0 0 0 0 3586 9517 15988 17666 12945 24608 3058 0 0 0 0 0 0 3476 7262 13915 8318 13880 763 0 0 0 0 0 0 10070 10770 12213 19308 20453 24929 32 0 0 0 5301 23506 22771 13706 28476 31543 22059 25775 5035 192 0
24496 0 0 0 0 2648 7944 4652 6375 566 110 0 0 0 0 0 108 7495 8373 15137 1662 584 137 0 0 0 0 59 12612 14845 39828 26851 35415 20227 535 224 86 68 34 65 4438 4603 7566 4438 4133 260 0 0 0 0 0 0 38372 42537 50416 34285 34538 20983 2495 394 171 138 108 24553 35079 56136 31625 30853 27062 3160 370 50 24 0 22521 60878 77409 26677 18917 18436 6152 645 348 415 247 204 1005 4436 34954 35962 52550 29333 33065 29351 3224 308 179 181 15058 19592 27600 35420 33383 25568 27175 16307 232 135 32 17 79 3456 22770 24825 26288 31082 18213 9507 503 51 0 3 0 1 96 1331 8747 4033 563 180 0 0 0 0 0 7135 24321 16747 13693 20368 9440 588 193 0 0 0 0 31928 46279 31372 29501 28303 28350 11734 530 528 147 92 70 7450 12938 33392 27835 21530 15654 633 182 0 0 0 0 11502 12451 28050 15207 14012 26822 7307 580 33 0 0 72 65018 71970 52365 26660 30440 42381 15253 300 164 60 36 452 20922 16263 15145 24278 12117 5187 442 77 0 0 0 0 3857 10026 16697 18166 13372 24955 3349 247 43 0 0 0 0 3788 7751 14343 8690 14200 1076 187 0 0 0 0 0 10463 11259 12642 19734 20822 25230 281 109 54 247 5660 24073 23260 14252 29131 32044 22461 26118 5348 477 159
24396 0 0 0 0 2692 8121 4830 6549 724 176 0 0 0 0 0 185 7651 8572 15325 1824 741 227 0 0 0 0 117 12950 15090 40069 27094 35627 20416 695 355 146 114 60 109 4637 4801 7778 4639 4305 396 0 0 0 0 0 0 38907 42828 50907 34626 34810 21195 2686 547 275 221 175 24933 35778 56516 31948 31133 27286 3339 518 98 55 11 22693 61486 78041 27064 19252 18715 6352 823 517 609 386 319 1180 4655 35411 36265 52880 29609 33307 29563 3391 449 287 284 15388 19877 28080 35769 33690 25826 27371 16469 366 222 65 36 133 3616 23211 25121 26608 31361 18424 9721 666 97 15 19 0 14 159 1490 8981 4234 711 285 0 0 0 0 0 7372 24668 17131 13988 20623 9643 757 309 0 0 0 0 32680 46803 32005 29942 28672 28634 11926 695 701 241 153 115 7660 13243 34182 28243 21843 15893 813 299 1 0 0 0 11743 12718 29091 15641 14348 27087 7526 752 74 2 0 132 65738 72691 52889 27073 30782 42636 15446 446 269 111 66 535 21241 16565 15592 24590 12377 5388 605 138 0 0 0 0 3975 10383 17265 18509 13654 25174 3528 387 84 0 0 0 12 3942 8082 14608 8912 14387 1270 298 0 0 0 0 0 10702 11602 12910 19993 21046 25407 420 182 99 398 5842 24487 23587 14645 29618 32385 22727 26335 5542 642 257
24296 0 0 0 0 2765 8321 5041 6766 934 332 89 13 0 0 52 329 7836 8797 15552 2038 952 401 47 1 0 0 246 13309 15367 40341 27370 35885 20663 918 552 293 240 167 228 4858 5027 8020 4879 4530 596 65 0 0 0 0 0 39458 43157 51421 35005 35130 21467 2938 762 455 376 314 25324 36486 56942 32311 31457 27565 3584 736 249 182 113 22891 62100 78694 27497 19630 19040 6617 1064 742 840 579 490 1383 4895 35891 36605 53243 29926 33595 29834 3626 654 467 451 15725 20189 28589 36157 34035 26130 27627 16697 569 393 194 142 260 3800 23665 25450 26962 31675 18691 9984 889 245 131 123 86 113 293 1680 9238 4472 917 466 85 0 0 0 0 7634 25046 17548 14319 20920 9903 989 501 111 33 18 52 33420 47358 32667 30426 29083 28973 12193 931 933 414 293 238 7891 13565 34977 28699 22206 16192 1063 500 125 53 92 69 12001 13012 30071 16130 14739 27411 7808 992 224 116 89 267 66454 73429 53460 27532 31169 42950 15709 665 456 253 182 670 21570 16895 16072 24940 12684 5649 835 299 51 0 25 0 4121 10753 17855 18893 13981 25451 3772 594 227 94 74 58 108 4124 8424 14902 9175 14626 1516 488 115 21 53 25 42 10955 11972 13211 20284 21315 25643 624 342 234 599 6048 24920 23945 15071 30131 32767 23045 26610 5793 864 434
24196 0 0 0 0 2781 8422 5170 6905 1073 445 164 58 26 24 90 401 7942 8932 15695 2180 1092 522 112 40 25 4 303 13524 15549 40518 27551 36058 20830 1072 685 398 328 241 305 4978 5165 8173 5035 4679 734 142 20 0 0 0 0 39819 43387 51790 35276 35359 21663 3114 911 581 484 409 25540 37001 57254 32571 31685 27763 3759 888 362 274 188 22997 62498 79173 27817 19902 19272 6809 1236 898 991 709 603 1496 5033 36207 36841 53495 30146 33795 30019 3790 796 591 563 15891 20397 28957 36436 34278 26343 27809 16859 712 514 287 218 339 3903 23938 25674 27207 31889 18879 10164 1046 356 217 197 148 178 375 1790 9385 4625 1057 592 164 8 0 0 0 7780 25308 17845 14551 21126 10086 1153 640 200 89 60 96 33908 47767 33159 30783 29379 29220 12390 1100 1088 538 392 323 8013 13748 35556 29036 22472 16410 1245 647 225 119 157 125 12119 13200 30798 16497 15028 27646 8011 1164 340 203 159 346 66929 73969 53887 27870 31449 43178 15900 824 590 356 266 751 21738 17119 16416 25187 12900 5834 998 423 120 30 62 28 4191 10958 18281 19169 14214 25648 3947 742 335 172 136 110 169 4226 8600 15097 9352 14788 1681 621 205 74 103 65 84 11069 12221 13415 20479 21497 25807 768 458 329 711 6166 25201 24196 15375 30502 33042 23273 26807 5969 1017 558
24096 0 0 0 0 2750 8459 5237 6984 1156 511 200 71 20 1 89 422 7988 9002 15776 2266 1178 594 142 49 13 0 310 13665 15666 40631 27669 36171 20939 1171 768 457 371 273 336 5034 5241 8262 5130 4772 821 186 24 0 0 0 0 40093 43553 52081 35482 35528 21805 3236 1008 657 543 458 25676 37423 57500 32769 31853 27906 3883 991 433 325 221 23041 62803 79565 28072 20111 19444 6949 1357 1002 1085 786 663 1551 5106 36441 37011 53681 30305 33936 30147 3901 886 665 625 15978 20537 29247 36649 34458 26497 27938 16970 807 589 339 253 372 3949 24126 25831 27386 32040 19010 10288 1151 424 264 229 171 200 409 1842 9464 4716 1143 668 206 4 0 0 0 7860 25499 18071 14719 21273 10214 1266 731 252 114 69 102 34294 48100 33568 31070 29609 29408 12539 1219 1188 615 447 365 8071 13857 36038 29308 22678 16573 1379 748 287 152 181 143 12168 13320 31415 16796 15257 27825 8161 1284 415 253 189 377 67303 74419 54238 28142 31665 43350 16040 935 676 417 307 785 21829 17273 16685 25371 13057 5966 1112 505 158 40 64 19 4207 11082 18621 19380 14387 25790 4070 841 400 213 161 125 187 4268 8696 15223 9466 14894 1788 704 254 96 115 69 89 11112 12396 13554 20610 21620 25916 863 529 381 766 6223 25405 24379 15609 30798 33253 23444 26949 6091 1117 635
23996 0 0 0 0 2682 8441 5244 7004 1180 523 188 43 0 0 45 394 7978 9012 15797 2292 1205 611 125 17 0 0 269 13742 15720 40682 27724 36224 20989 1213 794 466 366 259 321 5034 5256 8290 5164 4807 851 182 0 0 0 0 0 40298 43653 52298 35618 35634 21887 3299 1050 680 552 457 25747 37757 57671 32897 31956 27989 3949 1037 453 328 209 23032 63030 79871 28251 20251 19551 7031 1421 1049 1119 806 670 1551 5120 36603 37113 53800 30398 34015 30215 3955 921 684 634 16001 20612 29462 36791 34571 26588 28009 17026 847 611 342 241 357 3941 24245 25921 27498 32126 19082 10351 1199 440 263 216 149 178 395 1840 9482 4745 1170 690 199 0 0 0 0 7888 25626 18226 14820 21356 10282 1321 767 254 97 37 67 34599 48352 33891 31277 29766 29530 12628 1280 1230 637 451 359 8073 13901 36427 29501 22816 16674 1454 796 301 143 161 118 12161 13377 31933 17012 15413 27940 8249 1346 438 255 175 361 67596 74776 54504 28335 31810 43458 16122 991 708 428 301 770 21859 17361 16880 25486 13150 6039 1168 535 152 12 26 0 4174 11139 18879 19518 14494 25871 4134 886 414 208 141 97 161 4258 8727 15283 9518 14940 1834 732 254 76 84 33 52 11099 12505 13627 20677 21682 25967 902 547 384 766 6224 25541 24494 15771 31015 33393 23551 27031 6155 1161 659
